naics3,year,model,n,n_params,loglik,aic,bic,delta_aic_vs_poisson,delta_aic_vs_nb2,is_best_by_aic,converged,dispersion_alpha,zero_inflation_pi,observed_zeros,expected_zeros,p_boundary_nb2_vs_poisson,p_boundary_zinb_vs_nb2,lr_zinb_vs_nb2,coef_size_band,is_best_by_aic_converged,p_boundary_zinb_vs_nb2_converged_only
236,2024,zip,8369,9,-14069.741104391016,28157.482208782032,28220.77281592033,-3269.878203750188,4518.765306986115,False,True,,0.3722980005672795,4679,4601.0204855044485,0.0,0.5,0.0,size_band[020-049]=0.0736;size_band[050-099]=-0.1464;size_band[100-249]=-0.5458;size_band[250-499]=-0.8179;size_band[500-999]=-1.2247;size_band[1000+]=-1.7017,False,
236,2024,zinb,8369,10,-11810.715919665385,23641.43183933077,23711.7547361511,-7785.928573201451,2.714937534852652,False,False,1.5432728025884497,0.0024540971503477,4679,4708.046960385151,0.0,0.5,0.0,size_band[020-049]=0.0402;size_band[050-099]=-0.0450;size_band[100-249]=-0.3315;size_band[250-499]=-0.4154;size_band[500-999]=-0.8244;size_band[1000+]=-1.0120,False,
237,2024,poisson,7972,10,-19363.773548749912,38747.547097499824,38817.38400431315,0.0,11870.839322855656,False,True,,,3621,2493.35057310856,0.0,0.5,0.0,size_band[020-049]=-0.0005;size_band[050-099]=-0.1638;size_band[100-249]=-0.4453;size_band[250-499]=-0.7785;size_band[500-999]=-1.5159;size_band[1000+]=-2.8190,False,
237,2024,nb2,7972,11,-13427.353887322084,26876.70777464417,26953.52837213883,-11870.839322855656,0.0,True,True,1.335138454820016,,3621,3768.547191256037,0.0,0.5,0.0,size_band[020-049]=0.0174;size_band[050-099]=-0.1273;size_band[100-249]=-0.3835;size_band[250-499]=-0.7707;size_band[500-999]=-1.4452;size_band[1000+]=-2.5247,True,
237,2024,zip,7972,11,-17004.055149316555,34030.11029863311,34106.93089612777,-4717.4367988667145,7153.4025239889415,False,True,,0.275036864904692,3621,3554.5905552954964,0.0,0.5,0.0,size_band[020-049]=0.0856;size_band[050-099]=-0.1944;size_band[100-249]=-0.5965;size_band[250-499]=-0.9811;size_band[500-999]=-1.3897;size_band[1000+]=-2.4857,False,
237,2024,zinb,7972,12,-13427.693383933623,26879.38676786725,26963.191056043244,-11868.160329632574,2.678993223082216,False,False,1.281769650818784,0.0154299834306207,3621,3772.388139592539,0.0,0.5,0.0,size_band[020-049]=0.0178;size_band[050-099]=-0.1295;size_band[100-249]=-0.3891;size_band[250-499]=-0.7772;size_band[500-999]=-1.4308;size_band[1000+]=-2.4973,False,
221,2024,poisson,6838,9,-12157.251288640851,24332.502577281703,24393.974832413496,0.0,4840.247794708121,False,True,,,3582,2916.858121736477,0.0,0.0002814008305024,11.895154286448816,size_band[020-049]=-0.0058;size_band[050-099]=0.0431;size_band[100-249]=0.0018;size_band[250-499]=-0.3131;size_band[500-999]=-0.7420;size_band[1000+]=-0.6884,False,0.0002814008305024
221,2024,nb2,6838,10,-9736.127391286793,19492.254782573586,19560.557288275573,-4840.247794708121,0.0,False,True,0.9741881910983704,,3582,3575.985618769605,0.0,0.0002814008305024,11.895154286448816,size_band[020-049]=-0.0533;size_band[050-099]=-0.0027;size_band[100-249]=-0.0605;size_band[250-499]=-0.3988;size_band[500-999]=-0.8977;size_band[1000+]=-0.9890,False,0.0002814008305024
221,2024,zip,6838,10,-11136.01283120303,22292.02566240606,22360.32816810805,-2040.4769148756425,2799.7708798324784,False,True,,0.2492272184930422,3582,3519.5360219709555,0.0,0.0002814008305024,11.895154286448816,size_band[020-049]=0.0066;size_band[050-099]=0.0107;size_band[100-249]=-0.1457;size_band[250-499]=-0.4178;size_band[500-999]=-0.7961;size_band[1000+]=-0.9338,False,0.0002814008305024
221,2024,zinb,6838,11,-9730.179814143568,19482.359628287133,19557.49238455933,-4850.142948994569,-9.895154286448816,True,True,0.7908088323052495,0.0648559814780724,3582,3595.4075887990407,0.0,0.0002814008305024,11.895154286448816,size_band[020-049]=-0.0529;size_band[050-099]=-0.0062;size_band[100-249]=-0.0742;size_band[250-499]=-0.3743;size_band[500-999]=-0.8400;size_band[1000+]=-0.9892,True,0.0002814008305024
721,2024,poisson,6813,9,-17486.325898066094,34990.65179613219,35052.09108660915,0.0,9404.516888951632,False,True,,,2701,2095.1245388638085,0.0,0.5,0.0,size_band[020-049]=-0.0076;size_band[050-099]=0.1638;size_band[100-249]=0.3283;size_band[250-499]=0.3863;size_band[500-999]=0.1754;size_band[1000+]=0.1034,False,
721,2024,nb2,6813,10,-12783.067453590278,25586.134907180556,25654.40078548829,-9404.516888951632,0.0,True,True,0.6354153014970618,,2701,2599.3586633752775,0.0,0.5,0.0,size_band[020-049]=-0.0279;size_band[050-099]=0.1727;size_band[100-249]=0.3351;size_band[250-499]=0.4009;size_band[500-999]=0.2130;size_band[1000+]=0.1686,True,
721,2024,zip,6813,10,-17030.45871429586,34080.91742859172,34149.18330689945,-909.73436754047,8494.782521411162,False,True,,0.120785038455214,2701,2446.3684571176195,0.0,0.5,0.0,size_band[020-049]=0.0124;size_band[050-099]=0.1823;size_band[100-249]=0.2438;size_band[250-499]=0.2651;size_band[500-999]=0.0409;size_band[1000+]=-0.0420,False,
721,2024,zinb,6813,11,-12783.09663369831,25588.19326739662,25663.28573353513,-9402.45852873557,2.058360216062283,False,False,0.6337823545448084,0.0005774705467849,2701,2599.7378530377127,0.0,0.5,0.0,size_band[020-049]=-0.0279;size_band[050-099]=0.1727;size_band[100-249]=0.3349;size_band[250-499]=0.4009;size_band[500-999]=0.2130;size_band[1000+]=0.1680,False,
622,2024,poisson,6561,10,-57392.31113061831,114804.62226123664,114872.51124433007,0.0,70071.83594129258,False,True,,,1137,734.522804521815,0.0,2.8806211622814676e-108,487.2117082298719,size_band[020-049]=-0.1733;size_band[050-099]=0.1774;size_band[100-249]=0.1962;size_band[250-499]=0.2224;size_band[500-999]=0.2867;size_band[1000+]=0.2220,False,2.8806211622814676e-108
622,2024,nb2,6561,11,-22355.393159972024,44732.78631994405,44807.46420134684,-70071.83594129258,0.0,False,True,0.5474152193223043,,1137,964.6716243253322,0.0,2.8806211622814676e-108,487.2117082298719,size_band[020-049]=-0.2688;size_band[050-099]=0.1688;size_band[100-249]=0.1136;size_band[250-499]=0.1563;size_band[500-999]=0.2294;size_band[1000+]=0.2407,False,2.8806211622814676e-108
622,2024,zip,6561,11,-49416.72054823446,98855.44109646892,98930.11897787172,-15949.18116476771,54122.65477652487,False,True,,0.0454954768351861,1137,961.1636730906636,0.0,2.8806211622814676e-108,487.2117082298719,size_band[020-049]=-0.1617;size_band[050-099]=0.2192;size_band[100-249]=0.1777;size_band[250-499]=0.1691;size_band[500-999]=0.2176;size_band[1000+]=0.1859,False,2.8806211622814676e-108
622,2024,zinb,6561,12,-22111.787305857088,44247.574611714175,44329.04139142631,-70557.04764952246,-485.2117082298719,True,True,0.4144502170986428,0.0263225391325271,1137,1028.7983872957384,0.0,2.8806211622814676e-108,487.2117082298719,size_band[020-049]=-0.2536;size_band[050-099]=0.1761;size_band[100-249]=0.1140;size_band[250-499]=0.1490;size_band[500-999]=0.2162;size_band[1000+]=0.2588,True,2.8806211622814676e-108
311,2024,poisson,6432,15,-22880.21747847053,45790.43495694106,45891.97056910394,0.0,13794.85456402356,False,True,,,1329,932.7421604602392,0.0,0.3637194677244274,0.1214761801384156,size_band[020-049]=-0.0916;size_band[050-099]=0.0162;size_band[100-249]=-0.1315;size_band[250-499]=-0.3578;size_band[500-999]=-0.6249;size_band[1000+]=-0.5772,False,0.3637194677244274
311,2024,nb2,6432,16,-15981.79019645875,31995.5803929175,32103.88504589124,-13794.85456402356,0.0,True,True,0.5023440261538138,,1329,1299.8554830585929,0.0,0.3637194677244274,0.1214761801384156,size_band[020-049]=-0.0845;size_band[050-099]=0.0336;size_band[100-249]=-0.0936;size_band[250-499]=-0.3372;size_band[500-999]=-0.5810;size_band[1000+]=-0.5899,True,0.3637194677244274
311,2024,zip,6432,16,-22375.550308298752,44783.100616597505,44891.405269571245,-1007.3343403435574,12787.520223680003,False,True,,0.0528278259494752,1329,1162.1486544650547,0.0,0.3637194677244274,0.1214761801384156,size_band[020-049]=-0.0773;size_band[050-099]=0.0352;size_band[100-249]=-0.1491;size_band[250-499]=-0.4023;size_band[500-999]=-0.6723;size_band[1000+]=-0.6304,False,0.3637194677244274
311,2024,zinb,6432,17,-15981.729458368682,31997.458916737363,32112.532610521965,-13792.9760402037,1.8785238198615843,False,True,0.4995050235567784,0.0009899793873456,1329,1301.6753128835585,0.0,0.3637194677244274,0.1214761801384156,size_band[020-049]=-0.0845;size_band[050-099]=0.0334;size_band[100-249]=-0.0938;size_band[250-499]=-0.3375;size_band[500-999]=-0.5808;size_band[1000+]=-0.5894,False,0.3637194677244274
492,2024,poisson,6146,8,-32703.895346864178,65423.790693728355,65477.57914766988,0.0,28534.384767036652,False,True,,,831,382.9200132757778,0.0,3.6596818282733935e-08,28.978300139169733,size_band[020-049]=0.2957;size_band[050-099]=0.6000;size_band[100-249]=0.4820;size_band[250-499]=0.3365;size_band[500-999]=0.3533;size_band[1000+]=0.1091,False,3.6596818282733935e-08
492,2024,nb2,6146,9,-18435.70296334585,36889.4059266917,36949.91793737592,-28534.384767036652,0.0,False,True,0.6320525173130586,,831,783.6996143734177,0.0,3.6596818282733935e-08,28.978300139169733,size_band[020-049]=0.3371;size_band[050-099]=0.6660;size_band[100-249]=0.6243;size_band[250-499]=0.5482;size_band[500-999]=0.6099;size_band[1000+]=0.4084,False,3.6596818282733935e-08
492,2024,zip,6146,9,-31122.312737842447,62262.625475684894,62323.13748636911,-3161.165218043461,25373.21954899319,False,True,,0.0701845564995396,831,741.049147528297,0.0,3.6596818282733935e-08,28.978300139169733,size_band[020-049]=0.3594;size_band[050-099]=0.6008;size_band[100-249]=0.4137;size_band[250-499]=0.2734;size_band[500-999]=0.2887;size_band[1000+]=0.0114,False,3.6596818282733935e-08
492,2024,zinb,6146,10,-18421.213813276267,36862.42762655253,36929.66319397944,-28561.363067175826,-26.978300139169733,True,True,0.5838127821098082,0.0146492522324846,831,815.9350710272461,0.0,3.6596818282733935e-08,28.978300139169733,size_band[020-049]=0.3374;size_band[050-099]=0.6656;size_band[100-249]=0.6157;size_band[250-499]=0.5478;size_band[500-999]=0.6126;size_band[1000+]=0.3908,True,3.6596818282733935e-08
333,2024,poisson,5892,13,-15470.751710378849,30967.503420757697,31054.36098086627,0.0,8038.988184984246,False,True,,,2080,1447.7749819531743,0.0,0.5,0.0,size_band[020-049]=0.1107;size_band[050-099]=0.0871;size_band[100-249]=-0.0045;size_band[250-499]=-0.3328;size_band[500-999]=-0.5382;size_band[1000+]=-0.4901,False,
333,2024,nb2,5892,14,-11450.257617886726,22928.51523577345,23022.054146659608,-8038.988184984246,0.0,True,True,0.794811973377527,,2080,2082.5968456630408,0.0,0.5,0.0,size_band[020-049]=0.1031;size_band[050-099]=0.0851;size_band[100-249]=0.0100;size_band[250-499]=-0.2940;size_band[500-999]=-0.5177;size_band[1000+]=-0.4696,True,
333,2024,zip,5892,14,-14707.268980202349,29442.537960404698,29536.076871290858,-1524.9654603529998,6514.022724631246,False,True,,0.1655673896654723,2080,1967.6608084109637,0.0,0.5,0.0,size_band[020-049]=0.1467;size_band[050-099]=0.1020;size_band[100-249]=-0.0615;size_band[250-499]=-0.4517;size_band[500-999]=-0.7126;size_band[1000+]=-0.6844,False,
333,2024,zinb,5892,15,-11450.266275388462,22930.532550776923,23030.75281244066,-8036.970869980774,2.0173150034715945,False,False,0.7946815313587341,4.965340120763031e-05,2080,2082.6300728414503,0.0,0.5,0.0,size_band[020-049]=0.1031;size_band[050-099]=0.0851;size_band[100-249]=0.0100;size_band[250-499]=-0.2940;size_band[500-999]=-0.5177;size_band[1000+]=-0.4697,False,
531,2024,poisson,5783,9,-6840.674635747582,13699.349271495164,13759.313372218588,0.0,2851.7614665588408,False,True,,,4070,3740.713943242056,0.0,0.0298641188064813,3.5449147154395177,size_band[020-049]=-0.2044;size_band[050-099]=-0.3653;size_band[100-249]=-0.5421;size_band[250-499]=-0.7223;size_band[500-999]=-0.6859;size_band[1000+]=-0.6534,False,
531,2024,nb2,5783,10,-5413.793902468162,10847.587804936324,10914.214583517904,-2851.7614665588408,0.0,False,True,1.2962770077809422,,4070,4115.875512402898,0.0,0.0298641188064813,3.5449147154395177,size_band[020-049]=-0.2078;size_band[050-099]=-0.3657;size_band[100-249]=-0.5171;size_band[250-499]=-0.7798;size_band[500-999]=-0.6520;size_band[1000+]=-0.5165,True,
531,2024,zip,5783,10,-6197.315076388267,12414.630152776534,12481.256931358115,-1284.7191187186309,1567.04234784021,False,True,,0.3263299292781962,4070,4071.217011111148,0.0,0.0298641188064813,3.5449147154395177,size_band[020-049]=-0.1631;size_band[050-099]=-0.4399;size_band[100-249]=-0.6667;size_band[250-499]=-0.7818;size_band[500-999]=-1.0394;size_band[1000+]=-1.0483,False,
531,2024,zinb,5783,11,-5412.021445110442,10846.042890220884,10919.332346660623,-2853.3063812742803,-1.5449147154395175,True,False,1.0429992238966197,0.0788644898787443,4070,4120.6425908645215,0.0,0.0298641188064813,3.5449147154395177,size_band[020-049]=-0.2062;size_band[050-099]=-0.3736;size_band[100-249]=-0.5147;size_band[250-499]=-0.7147;size_band[500-999]=-0.6872;size_band[1000+]=-0.5590,False,
441,2024,poisson,5556,9,-9862.62398462008,19743.24796924016,19802.851672575027,0.0,2208.610384109812,False,True,,,2197,1815.145689848344,0.0,0.000288132677065,11.851124563181656,size_band[020-049]=-0.1156;size_band[050-099]=-0.4540;size_band[100-249]=-0.3654;size_band[250-499]=-0.1720;size_band[500-999]=-0.6955;size_band[1000+]=-0.5498,False,0.000288132677065
441,2024,nb2,5556,10,-8757.318792565173,17534.637585130346,17600.863922169086,-2208.610384109812,0.0,False,True,0.5454076696299619,,2197,2257.6193563295283,0.0,0.000288132677065,11.851124563181656,size_band[020-049]=-0.0886;size_band[050-099]=-0.3410;size_band[100-249]=-0.2359;size_band[250-499]=0.1069;size_band[500-999]=-0.4464;size_band[1000+]=-0.8245,False,0.000288132677065
441,2024,zip,5556,10,-9498.828307537862,19017.656615075724,19083.882952114465,-725.5913541644331,1483.0190299453789,False,True,,0.1578297773679005,2197,2169.0061165828283,0.0,0.000288132677065,11.851124563181656,size_band[020-049]=-0.1061;size_band[050-099]=-0.3974;size_band[100-249]=-0.4037;size_band[250-499]=-0.2520;size_band[500-999]=-0.5333;size_band[1000+]=-0.7598,False,0.000288132677065
441,2024,zinb,5556,11,-8751.393230283582,17524.786460567164,17597.63543130978,-2218.4615086729937,-9.851124563181656,True,True,0.4844922751393409,0.0231904527206432,2197,2260.4115343128656,0.0,0.000288132677065,11.851124563181656,size_band[020-049]=-0.0883;size_band[050-099]=-0.3291;size_band[100-249]=-0.2265;size_band[250-499]=0.1211;size_band[500-999]=-0.3042;size_band[1000+]=-0.8336,True,0.000288132677065
325,2024,poisson,5380,13,-11233.750572727118,22493.501145454236,22579.176912945262,0.0,4128.81504853431,False,True,,,2220,1636.0501466583496,0.0,0.5,0.0,size_band[020-049]=-0.1591;size_band[050-099]=-0.3181;size_band[100-249]=-0.5303;size_band[250-499]=-0.7982;size_band[500-999]=-1.0361;size_band[1000+]=-1.5139,False,
325,2024,nb2,5380,14,-9168.343048459965,18364.68609691993,18456.95230806411,-4128.81504853431,0.0,True,True,0.8477392556166552,,2220,2239.8592939776595,0.0,0.5,0.0,size_band[020-049]=-0.1692;size_band[050-099]=-0.3210;size_band[100-249]=-0.5239;size_band[250-499]=-0.7910;size_band[500-999]=-1.0134;size_band[1000+]=-1.3878,True,
325,2024,zip,5380,14,-10678.482139221282,21384.964278442563,21477.230489586746,-1108.5368670116732,3020.278181522637,False,True,,0.2053378923648546,2220,2135.963815028591,0.0,0.5,0.0,size_band[020-049]=-0.1482;size_band[050-099]=-0.3083;size_band[100-249]=-0.5871;size_band[250-499]=-0.9388;size_band[500-999]=-1.1969;size_band[1000+]=-1.7465,False,
325,2024,zinb,5380,15,-9168.350920704865,18366.70184140973,18465.558496207064,-4126.799304044511,2.0157444897995447,False,False,0.847629685935117,4.33815476647153e-05,2220,2239.8759757289354,0.0,0.5,0.0,size_band[020-049]=-0.1692;size_band[050-099]=-0.3210;size_band[100-249]=-0.5239;size_band[250-499]=-0.7910;size_band[500-999]=-1.0134;size_band[1000+]=-1.3878,False,
562,2024,poisson,5377,9,-10954.012390344493,21926.024780688986,21985.33375358027,0.0,5671.782038967434,False,True,,,2712,2203.638808917151,0.0,0.0811180592443555,1.9532587804133072,size_band[020-049]=0.2245;size_band[050-099]=0.3070;size_band[100-249]=0.2995;size_band[250-499]=0.2290;size_band[500-999]=0.0506;size_band[1000+]=-0.4606,False,0.0811180592443555
562,2024,nb2,5377,10,-8117.121370860776,16254.242741721551,16320.141600489647,-5671.782038967434,0.0,True,True,0.9557138316080848,,2712,2717.5574799870274,0.0,0.0811180592443555,1.9532587804133072,size_band[020-049]=0.2541;size_band[050-099]=0.3522;size_band[100-249]=0.3981;size_band[250-499]=0.3216;size_band[500-999]=0.2295;size_band[1000+]=-0.3709,True,0.0811180592443555
562,2024,zip,5377,10,-10130.369254869038,20280.738509738076,20346.637368506177,-1645.28627095091,4026.495768016525,False,True,,0.1970187948838087,2712,2606.446108012303,0.0,0.0811180592443555,1.9532587804133072,size_band[020-049]=0.2369;size_band[050-099]=0.2260;size_band[100-249]=0.1876;size_band[250-499]=0.2136;size_band[500-999]=-0.1515;size_band[1000+]=-0.4442,False,0.0811180592443555
562,2024,zinb,5377,11,-8116.144741470569,16254.289482941138,16326.778227586045,-5671.735297747848,0.0467412195866927,False,True,0.8923571686215375,0.0196329587438554,2712,2720.8713440429365,0.0,0.0811180592443555,1.9532587804133072,size_band[020-049]=0.2518;size_band[050-099]=0.3460;size_band[100-249]=0.3964;size_band[250-499]=0.3599;size_band[500-999]=0.2276;size_band[1000+]=-0.2817,False,0.0811180592443555
624,2024,poisson,5361,10,-15068.229144025509,30156.458288051013,30222.32734608929,0.0,13212.268830311075,False,True,,,2768,2114.8176854470403,0.0,0.5,0.0,size_band[020-049]=-0.1515;size_band[050-099]=-0.2660;size_band[100-249]=-0.4971;size_band[250-499]=-0.5616;size_band[500-999]=-0.8764;size_band[1000+]=-1.6865,False,
624,2024,nb2,5361,11,-8461.094728869968,16944.189457739936,17016.645421582038,-13212.268830311075,0.0,True,True,1.527138292623495,,2768,2860.041530965156,0.0,0.5,0.0,size_band[020-049]=-0.0894;size_band[050-099]=-0.2070;size_band[100-249]=-0.3844;size_band[250-499]=-0.5569;size_band[500-999]=-0.8400;size_band[1000+]=-1.7302,True,
624,2024,zip,5361,11,-13226.491861592902,26474.983723185804,26547.439687027905,-3681.4745648652097,9530.794265445867,False,True,,0.2773272327299329,2768,2706.7652881591803,0.0,0.5,0.0,size_band[020-049]=-0.1340;size_band[050-099]=-0.3819;size_band[100-249]=-0.7013;size_band[250-499]=-0.8360;size_band[500-999]=-1.1312;size_band[1000+]=-1.5753,False,
624,2024,zinb,5361,12,-8461.177050074595,16946.35410014919,17025.39696979512,-13210.104187901825,2.1646424092541565,False,False,1.524305378052955,0.0007472210585421,2768,2860.1312701887978,0.0,0.5,0.0,size_band[020-049]=-0.0895;size_band[050-099]=-0.2072;size_band[100-249]=-0.3846;size_band[250-499]=-0.5572;size_band[500-999]=-0.8400;size_band[1000+]=-1.7284,False,
811,2024,poisson,5223,10,-7424.105784509768,14868.211569019535,14933.819841303895,0.0,1712.457153392617,False,True,,,2893,2527.5316742105424,0.0,0.5,0.0,size_band[020-049]=-0.1589;size_band[050-099]=-0.2769;size_band[100-249]=-0.3240;size_band[250-499]=-0.6521;size_band[500-999]=-0.7148;size_band[1000+]=-0.3046,False,
811,2024,nb2,5223,11,-6566.877207813459,13155.754415626918,13227.923515139715,-1712.457153392617,0.0,True,True,0.7645503513888687,,2893,2903.3237878322307,0.0,0.5,0.0,size_band[020-049]=-0.1885;size_band[050-099]=-0.3259;size_band[100-249]=-0.3862;size_band[250-499]=-0.6808;size_band[500-999]=-0.7869;size_band[1000+]=-0.5467,True,
811,2024,zip,5223,11,-7122.593228136284,14267.186456272568,14339.355555785369,-601.0251127469674,1111.43204064565,False,True,,0.236547845134636,2893,2860.6462705071435,0.0,0.5,0.0,size_band[020-049]=-0.2048;size_band[050-099]=-0.4002;size_band[100-249]=-0.4534;size_band[250-499]=-0.8486;size_band[500-999]=-1.0061;size_band[1000+]=-0.6510,False,
811,2024,zinb,5223,12,-6566.939762017994,13157.879524035989,13236.609450777223,-1710.3320449835464,2.12510840907089,False,False,0.7112764247333084,0.0227980164183146,2893,2907.600187424923,0.0,0.5,0.0,size_band[020-049]=-0.1902;size_band[050-099]=-0.3306;size_band[100-249]=-0.3833;size_band[250-499]=-0.6777;size_band[500-999]=-0.7943;size_band[1000+]=-0.5717,False,
541,2024,poisson,4936,15,-8710.39237442716,17450.78474885432,17548.349407338097,0.0,5925.047743200266,False,True,,,3220,2579.4669583426803,0.0,0.5,0.0,size_band[020-049]=-0.0421;size_band[050-099]=-0.3565;size_band[100-249]=-0.8152;size_band[250-499]=-0.8937;size_band[500-999]=-1.2791;size_band[1000+]=-1.4518,False,
541,2024,nb2,4936,16,-5746.8685028270265,11525.737005654051,11629.805974703417,-5925.047743200266,0.0,True,True,1.9399448421698424,,3220,3257.332879668616,0.0,0.5,0.0,size_band[020-049]=0.0699;size_band[050-099]=-0.2637;size_band[100-249]=-0.5069;size_band[250-499]=-0.7413;size_band[500-999]=-0.9416;size_band[1000+]=-1.0183,True,
541,2024,zip,4936,16,-7573.774297840337,15179.548595680671,15283.617564730035,-2271.236153173646,3653.81159002662,False,True,,0.4348956621592211,3220,3188.3258038484832,0.0,0.5,0.0,size_band[020-049]=-0.0045;size_band[050-099]=-0.2756;size_band[100-249]=-0.9255;size_band[250-499]=-1.0976;size_band[500-999]=-1.5445;size_band[1000+]=-2.0344,False,
541,2024,zinb,4936,17,-5747.492132991671,11528.98426598334,11639.55754559829,-5921.800482870978,3.2472603292881104,False,False,1.8831305323987928,0.0149056732485917,3220,3258.2454199252943,0.0,0.5,0.0,size_band[020-049]=0.0711;size_band[050-099]=-0.2610;size_band[100-249]=-0.5056;size_band[250-499]=-0.7395;size_band[500-999]=-0.9399;size_band[1000+]=-1.0248,False,
