naics3,model,count,observed,expected
236,zip,3,435.0,602.8200980152315
236,zip,4,274.0,386.9688622890341
236,zip,5,175.0,243.20349304961056
236,zip,6,106.0,153.05438525457643
236,zip,7,112.0,97.63075313356572
236,zip,8,62.0,63.358284660288284
236,zip,9,38.0,41.764708547484574
236,zip,10+,232.0,96.87546279880983
236,zinb,0,4679.0,4708.046960385151
236,zinb,1,1494.0,1480.6677089181587
236,zinb,2,762.0,732.541902785517
236,zinb,3,435.0,423.57296911402966
236,zinb,4,274.0,267.14493259287644
236,zinb,5,175.0,178.68177578462732
236,zinb,6,106.0,124.85713212332611
236,zinb,7,112.0,90.29777247693586
236,zinb,8,62.0,67.15490674787614
236,zinb,9,38.0,51.11883507260286
236,zinb,10+,232.0,244.91510399890018
237,poisson,0,3621.0,2493.35057310856
237,poisson,1,1554.0,1844.2936362165838
237,poisson,2,866.0,1245.8737057296426
237,poisson,3,573.0,814.3277229195348
237,poisson,4,378.0,536.4248097338409
237,poisson,5,237.0,358.54653675254826
237,poisson,6,170.0,240.54856640383446
237,poisson,7,126.0,159.64545189698538
237,poisson,8,107.0,103.70523677539337
237,poisson,9,52.0,65.66640947132183
237,poisson,10+,288.0,109.61735099175445
237,nb2,0,3621.0,3768.5471912560365
237,nb2,1,1554.0,1449.7529204678376
237,nb2,2,866.0,794.0608239435139
237,nb2,3,573.0,495.52690368891854
237,nb2,4,378.0,333.19549017076054
237,nb2,5,237.0,235.6768963126063
237,nb2,6,170.0,173.03363000739353
237,nb2,7,126.0,130.75313630176174
237,nb2,8,107.0,101.0973139209162
237,nb2,9,52.0,79.64363463041634
237,nb2,10+,288.0,410.71205929983864
237,zip,0,3621.0,3554.5905552954964
237,zip,1,1554.0,1179.344337077896
237,zip,2,866.0,933.9652052090901
237,zip,3,573.0,674.6416585831647
237,zip,4,378.0,464.8185122032296
237,zip,5,237.0,316.89971969059457
237,zip,6,170.0,218.9286304684844
237,zip,7,126.0,155.19750129289042
237,zip,8,107.0,113.44920875333351
237,zip,9,52.0,85.4602708786322
237,zip,10+,288.0,274.70440054718813
237,zinb,0,3621.0,3772.3881395925396
237,zinb,1,1554.0,1439.6825510572025
237,zinb,2,866.0,793.9049910474963
237,zinb,3,573.0,496.682129620889
237,zinb,4,378.0,334.2885032190909
237,zinb,5,237.0,236.51483777758264
237,zinb,6,170.0,173.6456295130113
237,zinb,7,126.0,131.19787841187616
237,zinb,8,107.0,101.42440741417514
237,zinb,9,52.0,79.8890955951362
237,zinb,10+,288.0,412.3818367510006
221,poisson,0,3582.0,2916.858121736477
221,poisson,1,1274.0,1600.6192392183061
221,poisson,2,682.0,856.3538287945331
221,poisson,3,396.0,484.3664421257329
221,poisson,4,248.0,297.15778577580045
221,poisson,5,159.0,194.68608389354824
221,poisson,6,108.0,132.75888716077665
221,poisson,7,80.0,92.43123180608083
221,poisson,8,60.0,65.11291495328459
221,poisson,9,39.0,46.33421490239675
221,poisson,10+,210.0,151.3212496330632
221,nb2,0,3582.0,3575.985618769605
221,nb2,1,1274.0,1321.9779815843458
221,nb2,2,682.0,653.3469282217386
221,nb2,3,396.0,372.6742487351032
221,nb2,4,248.0,233.45882715888354
221,nb2,5,159.0,156.42691821827103
221,nb2,6,108.0,110.17789687396191
221,nb2,7,80.0,80.59381854770231
221,nb2,8,60.0,60.70276252611113
221,nb2,9,39.0,46.78964844033883
221,nb2,10+,210.0,225.8653509239382
221,zip,0,3582.0,3519.5360219709555
221,zip,1,1274.0,1174.1254832358873
221,zip,2,682.0,721.0943287605269
221,zip,3,396.0,442.3891234437368
221,zip,4,248.0,280.5542381747168
221,zip,5,159.0,185.77189848587267
221,zip,6,108.0,128.1579980734587
221,zip,7,80.0,91.39446663240875
221,zip,8,60.0,66.77544462898985
221,zip,9,39.0,49.64951348620742
221,zip,10+,210.0,178.55148310723996
221,zinb,0,3582.0,3595.4075887990407
221,zinb,1,1274.0,1285.7570426815819
221,zinb,2,682.0,654.0826272724048
221,zinb,3,396.0,376.7904719630176
221,zinb,4,248.0,236.8387050846186
221,zinb,5,159.0,158.85785340658055
221,zinb,6,108.0,111.9019685713942
221,zinb,7,80.0,81.82699761617943
221,zinb,8,60.0,61.595469606352644
221,zinb,9,39.0,47.443397178681494
221,zinb,10+,210.0,227.49787782014795
721,poisson,0,2701.0,2095.1245388638085
721,poisson,1,1287.0,1565.1963703581246
721,poisson,2,663.0,856.8722537476343
721,poisson,3,451.0,476.51911750444947
721,poisson,4,258.0,303.4172810688282
721,poisson,5,206.0,216.7033882720274
721,poisson,6,160.0,165.00929063177932
721,poisson,7,114.0,129.92740557196186
721,poisson,8,108.0,104.48446630553543
721,poisson,9,98.0,85.58897620504978
721,poisson,10+,767.0,814.156911470801
721,nb2,0,2701.0,2599.3586633752775
721,nb2,1,1287.0,1387.4158115503692
721,nb2,2,663.0,740.2186102995588
721,nb2,3,451.0,431.3834996627328
721,nb2,4,258.0,278.04210134750053
721,nb2,5,206.0,195.36638286917884
721,nb2,6,160.0,146.44660482001933
721,nb2,7,114.0,114.92495362740813
721,nb2,8,108.0,93.16102693876837
721,nb2,9,98.0,77.32610869585302
721,nb2,10+,767.0,749.3562368133337
721,zip,0,2701.0,2446.3684571176195
721,zip,1,1287.0,1352.0165196785736
721,zip,2,663.0,805.7188939119922
721,zip,3,451.0,468.1830857039224
721,zip,4,258.0,302.0645677759069
721,zip,5,206.0,215.61257059397806
721,zip,6,160.0,162.95780590424968
721,zip,7,114.0,126.97943319863099
721,zip,8,108.0,101.12711448444071
721,zip,9,98.0,82.23171502976771
721,zip,10+,767.0,749.7398366009184
721,zinb,0,2701.0,2599.7378530377127
721,zinb,1,1287.0,1386.99675721042
721,zinb,2,663.0,740.1909632292522
721,zinb,3,451.0,431.38155702591695
721,zinb,4,258.0,278.0391854213067
721,zinb,5,206.0,195.36557736521
721,zinb,6,160.0,146.4485416399254
721,zinb,7,114.0,114.92863600981478
721,zinb,8,108.0,93.16545530094129
721,zinb,9,98.0,77.33068694955861
721,zinb,10+,767.0,749.4147868099417
622,poisson,0,1137.0,734.522804521815
622,poisson,1,511.0,513.7481835314322
622,poisson,2,371.0,371.8347481649597
622,poisson,3,303.0,300.25425863398124
622,poisson,4,228.0,264.77770199875494
622,poisson,5,169.0,240.34573482328491
622,poisson,6,186.0,217.39819875372126
622,poisson,7,146.0,194.5458851271041
622,poisson,8,166.0,172.89040088733145
622,poisson,9,141.0,153.5446855954218
622,poisson,10+,3203.0,3397.137397962193
622,nb2,0,1137.0,964.6716243253322
622,nb2,1,511.0,589.6167803638438
622,nb2,2,371.0,416.945829259885
622,nb2,3,303.0,323.8645314880042
622,nb2,4,228.0,266.8479652074093
622,nb2,5,169.0,227.67976286370452
622,nb2,6,186.0,198.3599716595262
622,nb2,7,146.0,175.15288358864547
622,nb2,8,166.0,156.15040850504693
622,nb2,9,141.0,140.2659915383339
622,nb2,10+,3203.0,3101.4442512002684
622,zip,0,1137.0,961.1636730906637
622,zip,1,511.0,472.57228873990505
622,zip,2,371.0,346.87712578676565
622,zip,3,303.0,282.6195140991754
622,zip,4,228.0,251.61353992217
622,zip,5,169.0,230.8980894132061
622,zip,6,186.0,211.13940343584312
622,zip,7,146.0,190.7337239435143
622,zip,8,166.0,170.6280093695325
622,zip,9,141.0,151.99211545312693
622,zip,10+,3203.0,3290.762516746097
622,zinb,0,1137.0,1028.7983872957384
622,zinb,1,511.0,549.2578591065698
622,zinb,2,371.0,395.4110215636813
622,zinb,3,303.0,311.2636579877454
622,zinb,4,228.0,259.7467274686678
622,zinb,5,169.0,223.9775352506224
622,zinb,6,186.0,196.61700917462554
622,zinb,7,146.0,174.43731676031973
622,zinb,8,166.0,155.90295122293827
622,zinb,9,141.0,140.17545868076792
622,zinb,10+,3203.0,3125.4120754883234
311,poisson,0,1329.0,932.7421604602393
311,poisson,1,822.0,842.9213634114021
311,poisson,2,658.0,656.2587845443611
311,poisson,3,486.0,520.0503994627459
311,poisson,4,441.0,433.09880002053757
311,poisson,5,348.0,372.61529001132874
311,poisson,6,284.0,325.29330808323
311,poisson,7,255.0,285.83021725831435
311,poisson,8,217.0,252.04589553912515
311,poisson,9,159.0,222.58204713797554
311,poisson,10+,1433.0,1588.5617340707402
311,nb2,0,1329.0,1299.8554830585927
311,nb2,1,822.0,932.7402233113078
311,nb2,2,658.0,668.9176739819436
311,nb2,3,486.0,503.7850760804922
311,nb2,4,441.0,396.45098492403446
311,nb2,5,348.0,322.21053319046047
311,nb2,6,284.0,267.8387674641069
311,nb2,7,255.0,226.19922617224208
311,nb2,8,217.0,193.25331173976747
311,nb2,9,159.0,166.56839903661486
311,nb2,10+,1433.0,1454.1803210404373
311,zip,0,1329.0,1162.1486544650547
311,zip,1,822.0,764.8376652448758
311,zip,2,658.0,609.4584252105776
311,zip,3,486.0,490.4280799838241
311,zip,4,441.0,413.42945604461113
311,zip,5,348.0,359.572366099187
311,zip,6,284.0,316.6142937232024
311,zip,7,255.0,279.8347894878023
311,zip,8,217.0,247.6958112559323
311,zip,9,159.0,219.3567014142239
311,zip,10+,1433.0,1568.623757070709
311,zinb,0,1329.0,1301.6753128835585
311,zinb,1,822.0,931.1079973281905
311,zinb,2,658.0,668.2338306402514
311,zinb,3,486.0,503.48087641972575
311,zinb,4,441.0,396.3365904645776
311,zinb,5,348.0,322.20160080814765
311,zinb,6,284.0,267.8888222043107
311,zinb,7,255.0,226.2802366247478
311,zinb,8,217.0,193.34806932888048
311,zinb,9,159.0,166.66648048971143
311,zinb,10+,1433.0,1454.7801828078982
492,poisson,0,831.0,382.9200132757778
492,poisson,1,537.0,414.7627552960481
492,poisson,2,465.0,437.56053293163234
492,poisson,3,445.0,452.16200778297264
492,poisson,4,385.0,456.3286008840804
492,poisson,5,355.0,448.0555311910998
492,poisson,6,306.0,425.6062949744126
492,poisson,7,302.0,390.1517314686605
492,poisson,8,239.0,345.9010576402692
492,poisson,9,237.0,298.3090041034808
492,poisson,10+,2044.0,2094.242470451566
492,nb2,0,831.0,783.6996143734177
492,nb2,1,537.0,648.539991419381
492,nb2,2,465.0,542.6939652268561
492,nb2,3,445.0,459.69141091178534
492,nb2,4,385.0,392.79743352860726
492,nb2,5,355.0,337.9927240372474
492,nb2,6,306.0,292.56119703191143
492,nb2,7,302.0,254.54149432598155
492,nb2,8,239.0,222.47181899013464
492,nb2,9,237.0,195.23998916042075
492,nb2,10+,2044.0,2015.770360994257
492,zip,0,831.0,741.049147528297
492,zip,1,537.0,338.3849560131115
492,zip,2,465.0,367.6579900010967
492,zip,3,445.0,391.5639130854137
492,zip,4,385.0,404.59687583047054
492,zip,5,355.0,405.69516523143136
492,zip,6,306.0,394.1208340107269
492,zip,7,302.0,370.2450308797879
492,zip,8,239.0,336.52248124860864
492,zip,9,237.0,296.95684836274575
492,zip,10+,2044.0,2099.20675780831
492,zinb,0,831.0,815.9350710272461
492,zinb,1,537.0,620.0305513685871
492,zinb,2,465.0,528.4115721072892
492,zinb,3,445.0,453.0520989830034
492,zinb,4,385.0,390.4196526601801
492,zinb,5,355.0,337.99874781903975
492,zinb,6,306.0,293.86031953363675
492,zinb,7,302.0,256.4840304311533
492,zinb,8,239.0,224.667886262309
492,zinb,9,237.0,197.45827661776892
492,zinb,10+,2044.0,2027.6817931897863
333,poisson,0,2080.0,1447.7749819531743
333,poisson,1,1072.0,1226.1345057753294
333,poisson,2,730.0,875.8492544266211
333,poisson,3,456.0,604.2398476019239
333,poisson,4,344.0,423.5776541372221
333,poisson,5,222.0,304.7955808836792
333,poisson,6,163.0,223.90632174367403
333,poisson,7,155.0,166.67597016648534
333,poisson,8,109.0,125.14052426148493
333,poisson,9,97.0,94.62050434866762
333,poisson,10+,464.0,399.284854701738
333,nb2,0,2080.0,2082.5968456630408
333,nb2,1,1072.0,1139.2636114485729
333,nb2,2,730.0,691.5576361859729
333,nb2,3,456.0,452.3922304211971
333,nb2,4,344.0,313.0651713669443
333,nb2,5,222.0,226.29749374230002
333,nb2,6,163.0,169.28175444193337
333,nb2,7,155.0,130.13805950190005
333,nb2,8,109.0,102.279795160386
333,nb2,9,97.0,81.85584356681878
333,nb2,10+,464.0,503.2715585009337
333,zip,0,2080.0,1967.6608084109637
333,zip,1,1072.0,929.9105247907598
333,zip,2,730.0,734.5370578291565
333,zip,3,456.0,546.2595208899783
333,zip,4,344.0,401.8260612154212
333,zip,5,222.0,297.7565624735305
333,zip,6,163.0,222.9775389700097
333,zip,7,155.0,168.4701321687373
333,zip,8,109.0,128.13703068172654
333,zip,9,97.0,97.95569685592824
333,zip,10+,464.0,396.50906571378846
333,zinb,0,2080.0,2082.6300728414503
333,zinb,1,1072.0,1139.2171982663046
333,zinb,2,730.0,691.5507608453809
333,zinb,3,456.0,452.3941569117471
333,zinb,4,344.0,313.0688261519906
333,zinb,5,222.0,226.3010929035336
333,zinb,6,163.0,169.28487436052086
333,zinb,7,155.0,130.14064990981115
333,zinb,8,109.0,102.28190641094876
333,zinb,9,97.0,81.85754695386512
333,zinb,10+,464.0,503.27291444444705
531,poisson,0,4070.0,3740.7139432420563
531,poisson,1,925.0,1093.616076732334
531,poisson,2,330.0,411.9239582695552
531,poisson,3,129.0,193.15585404583487
531,poisson,4,87.0,104.02541126974118
531,poisson,5,51.0,62.65239354854408
531,poisson,6,31.0,41.231525378870245
531,poisson,7,30.0,28.654901896592257
531,poisson,8,20.0,20.414567212865354
531,poisson,9,15.0,14.711956610266856
531,poisson,10+,95.0,71.89941179333981
531,nb2,0,4070.0,4115.875512402898
531,nb2,1,925.0,840.6207048837905
531,nb2,2,330.0,313.8028840553537
531,nb2,3,129.0,156.29946999227857
531,nb2,4,87.0,91.20904745836137
531,nb2,5,51.0,58.63212110029632
531,nb2,6,31.0,40.229911013468
531,nb2,7,30.0,28.94568380761384
531,nb2,8,20.0,21.601398317593823
531,nb2,9,15.0,16.597459993996303
531,nb2,10+,95.0,99.18580697434997
531,zip,0,4070.0,4071.217011111148
531,zip,1,925.0,807.6065941925303
531,zip,2,330.0,354.49377188883085
531,zip,3,129.0,186.80584161496182
531,zip,4,87.0,107.40526237005182
531,zip,5,51.0,64.93408326628308
531,zip,6,31.0,41.534177581591806
531,zip,7,30.0,28.534455150712617
531,zip,8,20.0,21.076376156310516
531,zip,9,15.0,16.44776527488019
531,zip,10+,95.0,82.94466139269858
531,zinb,0,4070.0,4120.6425908645215
531,zinb,1,925.0,829.4978750152042
531,zinb,2,330.0,315.3071236904091
531,zinb,3,129.0,157.77496687942244
531,zinb,4,87.0,92.13588387252697
531,zinb,5,51.0,59.182306005969224
531,zinb,6,31.0,40.5616680859381
531,zinb,7,30.0,29.15885663417356
531,zinb,8,20.0,21.75292373401566
531,zinb,9,15.0,16.718041660125714
531,zinb,10+,95.0,100.2677635576938
441,poisson,0,2197.0,1815.1456898483439
441,poisson,1,1329.0,1587.7456991956317
441,poisson,2,859.0,977.7403691745285
441,poisson,3,466.0,511.1657400454595
441,poisson,4,240.0,254.3676179976971
441,poisson,5,149.0,131.1674329128569
441,poisson,6,84.0,73.67580221238161
441,poisson,7,65.0,45.709654656475344
441,poisson,8,44.0,31.08908352796722
441,poisson,9,18.0,22.838846830619595
441,poisson,10+,105.0,105.35406359803865
441,nb2,0,2197.0,2257.6193563295283
441,nb2,1,1329.0,1356.497560099378
441,nb2,2,859.0,758.3021028076496
441,nb2,3,466.0,425.73336971005887
441,nb2,4,240.0,245.57565926321882
441,nb2,5,149.0,147.1555720163797
441,nb2,6,84.0,92.14315053175233
441,nb2,7,65.0,60.41708763529302
441,nb2,8,44.0,41.44147191023633
441,nb2,9,18.0,29.639721441142605
441,nb2,10+,105.0,141.4749482553621
441,zip,0,2197.0,2169.0061165828283
441,zip,1,1329.0,1265.231192624067
441,zip,2,859.0,881.3604724137148
441,zip,3,466.0,515.8469410920538
441,zip,4,240.0,279.35318071183406
441,zip,5,149.0,150.361091456277
441,zip,6,84.0,84.43639672892301
441,zip,7,65.0,50.77720653278887
441,zip,8,44.0,33.00207587596255
441,zip,9,18.0,23.13742105721897
441,zip,10+,105.0,103.48790492433152
441,zinb,0,2197.0,2260.4115343128656
441,zinb,1,1329.0,1342.6856476162297
441,zinb,2,859.0,763.6150883813025
441,zinb,3,466.0,430.3200458253205
441,zinb,4,240.0,247.57277072342572
441,zinb,5,149.0,147.602374670147
441,zinb,6,84.0,91.93775760324569
441,zinb,7,65.0,60.02369839619067
441,zinb,8,44.0,41.05061333024928
441,zinb,9,18.0,29.312031582253702
441,zinb,10+,105.0,141.46843755876984
325,poisson,0,2220.0,1636.0501466583496
325,poisson,1,1144.0,1321.636109991467
325,poisson,2,638.0,860.1004264190651
325,poisson,3,389.0,529.6324691253415
325,poisson,4,241.0,330.8052131917487
325,poisson,5,178.0,213.83424564620154
325,poisson,6,126.0,142.594037469378
325,poisson,7,86.0,97.13058001499851
325,poisson,8,70.0,67.03274283720393
325,poisson,9,70.0,46.66367320864758
325,poisson,10+,218.0,134.52035543759854
325,nb2,0,2220.0,2239.8592939776595
325,nb2,1,1144.0,1128.3480415178665
325,nb2,2,638.0,636.4100693298877
325,nb2,3,389.0,387.88681436949355
325,nb2,4,241.0,251.07782582732983
325,nb2,5,178.0,170.57638676364618
325,nb2,6,126.0,120.51976356541772
325,nb2,7,86.0,87.92028688165385
325,nb2,8,70.0,65.84930510982481
325,nb2,9,70.0,50.41055530733995
325,nb2,10+,218.0,241.14165734988026
325,zip,0,2220.0,2135.963815028591
325,zip,1,1144.0,968.1293706609539
325,zip,2,638.0,723.9199688665009
325,zip,3,389.0,493.62546840042916
325,zip,4,241.0,328.5169835193176
325,zip,5,178.0,219.9140851986865
325,zip,6,126.0,149.4084434645798
325,zip,7,86.0,102.8562413407603
325,zip,8,70.0,71.40489638814802
325,zip,9,70.0,49.807385138668415
325,zip,10+,218.0,136.4533419933645
325,zinb,0,2220.0,2239.8759757289354
325,zinb,1,1144.0,1128.319721083719
325,zinb,2,638.0,636.409784618809
325,zinb,3,389.0,387.8904794143343
325,zinb,4,241.0,251.0811630055453
325,zinb,5,178.0,170.5788357827306
325,zinb,6,126.0,120.52145592349692
325,zinb,7,86.0,87.92142848769927
325,zinb,8,70.0,65.8500620389645
325,zinb,9,70.0,50.411045951697005
325,zinb,10+,218.0,241.1400479640683
562,poisson,0,2712.0,2203.6388089171514
562,poisson,1,896.0,1136.1874014618625
562,poisson,2,541.0,644.1111929204703
562,poisson,3,327.0,390.3137608444706
562,poisson,4,205.0,252.22747719047533
562,poisson,5,156.0,173.42846233101454
562,poisson,6,130.0,125.3468892020374
562,poisson,7,70.0,93.68565191874106
562,poisson,8,58.0,71.46248945883023
562,poisson,9,42.0,55.22178390226156
562,poisson,10+,240.0,231.3760818526848
562,nb2,0,2712.0,2717.5574799870274
562,nb2,1,896.0,969.4740551483533
562,nb2,2,541.0,496.3518646766895
562,nb2,3,327.0,297.66472269811953
562,nb2,4,205.0,195.50977361317607
562,nb2,5,156.0,136.50989305923318
562,nb2,6,130.0,99.68489099327668
562,nb2,7,70.0,75.35487208014399
562,nb2,8,58.0,58.55148160458141
562,nb2,9,42.0,46.52219826925383
562,nb2,10+,240.0,283.8187678701453
562,zip,0,2712.0,2606.446108012303
562,zip,1,896.0,887.7038824246301
562,zip,2,541.0,554.7470834861239
562,zip,3,327.0,360.0290867510013
562,zip,4,205.0,240.44080734794687
562,zip,5,156.0,166.26027540831555
562,zip,6,130.0,119.38379466477737
562,zip,7,70.0,88.6089467296569
562,zip,8,58.0,67.39103625318836
562,zip,9,42.0,52.095281088976094
562,zip,10+,240.0,233.89369783308044
562,zinb,0,2712.0,2720.8713440429365
562,zinb,1,896.0,961.6425844088627
562,zinb,2,541.0,496.62824799303684
562,zinb,3,327.0,298.7092094413408
562,zinb,4,205.0,196.3428338693618
562,zinb,5,156.0,137.07125507081977
562,zinb,6,130.0,100.04726317069515
562,zinb,7,70.0,75.58748730826433
562,zinb,8,58.0,58.7022282499873
562,zinb,9,42.0,46.62151311451295
562,zinb,10+,240.0,284.7760333301821
624,poisson,0,2768.0,2114.8176854470403
624,poisson,1,956.0,1164.5628424415208
624,poisson,2,518.0,643.1078287594821
624,poisson,3,273.0,383.41405537076264
624,poisson,4,189.0,248.18788042234235
624,poisson,5,121.0,171.21545473487822
624,poisson,6,84.0,123.32479282837227
624,poisson,7,79.0,91.76331468717675
624,poisson,8,60.0,70.38900340238388
624,poisson,9,42.0,55.73714557793435
624,poisson,10+,271.0,294.4799963281066
624,nb2,0,2768.0,2860.041530965156
624,nb2,1,956.0,886.7386247356942
624,nb2,2,518.0,440.80435402114523
624,nb2,3,273.0,264.2224043728329
624,nb2,4,189.0,175.79935505515743
624,nb2,5,121.0,125.11652901158344
624,nb2,6,84.0,93.35948989113346
624,nb2,7,79.0,72.15427840359438
624,nb2,8,60.0,57.299535384081494
624,nb2,9,42.0,46.4952125856978
624,nb2,10+,271.0,338.9686855739234
624,zip,0,2768.0,2706.7652881591803
624,zip,1,956.0,803.1665049259742
624,zip,2,518.0,513.1862761813499
624,zip,3,273.0,337.7592760403509
624,zip,4,189.0,230.67759350221283
624,zip,5,121.0,163.02140783087958
624,zip,6,84.0,118.3494764494011
624,zip,7,79.0,87.74886752176762
624,zip,8,60.0,66.30228935405509
624,zip,9,42.0,51.08358642976314
624,zip,10+,271.0,282.93943360506546
624,zinb,0,2768.0,2860.1312701887978
624,zinb,1,956.0,886.5294737302588
624,zinb,2,518.0,440.80420074215834
624,zinb,3,273.0,264.24332728493346
624,zinb,4,189.0,175.8184264262387
624,zinb,5,121.0,125.13125707013049
624,zinb,6,84.0,93.37053310423893
624,zinb,7,79.0,72.16258571670596
624,zinb,8,60.0,57.305866967412705
624,zinb,9,42.0,46.50011414767931
624,zinb,10+,271.0,339.0029446214454
811,poisson,0,2893.0,2527.5316742105424
811,poisson,1,1143.0,1369.6152503287367
811,poisson,2,494.0,625.3632902729591
811,poisson,3,258.0,294.07446838295715
811,poisson,4,158.0,151.3959340935844
811,poisson,5,61.0,85.42431374082693
811,poisson,6,48.0,51.72710447789609
811,poisson,7,43.0,32.9085564287034
811,poisson,8,22.0,21.693922628205165
811,poisson,9,16.0,14.7155612867403
811,poisson,10+,87.0,48.549924148847815
811,nb2,0,2893.0,2903.3237878322307
811,nb2,1,1143.0,1125.4286405728828
811,nb2,2,494.0,500.4890366093813
811,nb2,3,258.0,252.10517983876048
811,nb2,4,158.0,140.44237160738516
811,nb2,5,61.0,84.76568372879727
811,nb2,6,48.0,54.51923026769356
811,nb2,7,43.0,36.88376400610369
811,nb2,8,22.0,25.984224060183116
811,nb2,9,16.0,18.915855212060535
811,nb2,10+,87.0,80.14222626452148
811,zip,0,2893.0,2860.6462705071435
811,zip,1,1143.0,1068.8663356611307
811,zip,2,494.0,567.1560457389857
811,zip,3,258.0,292.48632090989526
811,zip,4,158.0,157.48405776504754
811,zip,5,61.0,90.82986761555242
811,zip,6,48.0,56.02315664555639
811,zip,7,43.0,36.41975067861705
811,zip,8,22.0,24.552374754963676
811,zip,9,16.0,16.958030124412915
811,zip,10+,87.0,51.57778959869521
811,zinb,0,2893.0,2907.600187424923
811,zinb,1,1143.0,1117.588057943035
811,zinb,2,494.0,501.7040334681516
811,zinb,3,258.0,253.28776696989263
811,zinb,4,158.0,141.08642430621165
811,zinb,5,61.0,85.09274196744701
811,zinb,6,48.0,54.69022563118344
811,zinb,7,43.0,36.979431115292115
811,zinb,8,22.0,26.042091517798344
811,zinb,9,16.0,18.95324870779128
811,zinb,10+,87.0,79.9757909482741
541,poisson,0,3220.0,2579.4669583426803
541,poisson,1,771.0,1163.6665999162778
541,poisson,2,343.0,520.5660716727101
541,poisson,3,191.0,249.61672235022138
541,poisson,4,115.0,135.305241935185
541,poisson,5,58.0,80.6029061004165
541,poisson,6,50.0,50.84858267987911
541,poisson,7,29.0,33.48512415384608
541,poisson,8,23.0,23.023139614320588
541,poisson,9,25.0,16.586698009182122
541,poisson,10+,111.0,82.8319552252813
541,nb2,0,3220.0,3257.332879668616
541,nb2,1,771.0,733.5462543751878
541,nb2,2,343.0,321.0356322471664
541,nb2,3,191.0,173.96129826341812
541,nb2,4,115.0,106.01049455275665
541,nb2,5,58.0,69.94785235016727
541,nb2,6,50.0,48.95980771381625
541,nb2,7,29.0,35.872581668500274
541,nb2,8,23.0,27.251244015747414
541,nb2,9,25.0,21.31001311696776
541,nb2,10+,111.0,140.77194202765617
541,zip,0,3220.0,3188.3258038484832
541,zip,1,771.0,661.1264476242235
541,zip,2,343.0,399.98319029474976
541,zip,3,191.0,231.50955327697582
541,zip,4,115.0,138.02244475669622
541,zip,5,58.0,87.54439964189979
541,zip,6,50.0,58.57124249627024
541,zip,7,29.0,40.564400193735864
541,zip,8,23.0,28.71497588075767
541,zip,9,25.0,20.665896832565586
541,zip,10+,111.0,80.97164515364238
541,zinb,0,3220.0,3258.2454199252943
541,zinb,1,771.0,731.5152590183253
541,zinb,2,343.0,321.2848343906038
541,zinb,3,191.0,174.25858337829584
541,zinb,4,115.0,106.20874969969545
541,zinb,5,58.0,70.07523051923525
541,zinb,6,50.0,49.04554854533964
541,zinb,7,29.0,35.93386637235618
541,zinb,8,23.0,27.29722413790374
541,zinb,9,25.0,21.34558075361884
541,zinb,10+,111.0,140.78970325933173
