naics3,size_band,n,n_with_metric,zero_share,hours_total,aggregate_trir,p10,p25,p50,p75,p90,p95,publishable
144,020-049,1,1,1.0,28027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
145,050-099,1,1,0.0,22551.0,26.60635891978183,26.60635891978183,26.60635891978183,26.60635891978183,26.60635891978183,26.60635891978183,26.60635891978183,False
162,001-019,1,1,1.0,1920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
178,050-099,1,1,1.0,195184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
179,001-019,1,1,1.0,38525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
179,020-049,4,4,0.25,236187.0,17.78251978305326,4.49969064626807,11.249226615670173,17.339714850752365,19.718695521624582,19.78751787544872,19.81045866005677,False
179,050-099,1,1,0.0,116484.0,22.320662065176332,22.320662065176332,22.320662065176332,22.320662065176332,22.320662065176332,22.320662065176332,22.320662065176332,False
193,020-049,1,1,0.0,77236.0,2.589466052100057,2.589466052100057,2.589466052100057,2.589466052100057,2.589466052100057,2.589466052100057,2.589466052100057,False
193,050-099,2,2,0.0,342958.0,8.74742679861674,4.6019300357201445,6.103312665821788,8.605617049324525,11.107921432827265,12.609304062928906,13.109764939629454,False
193,100-249,15,15,0.0,4942397.0,7.122050292600939,3.9415902594375725,4.582051255585537,6.852365779285298,9.210457985928507,10.377209716285256,11.280259924134342,False
193,250-499,2,2,0.0,1034347.0,10.828087672705582,6.455700705728284,8.122439363457183,10.900337126338684,13.678234889220183,15.344973546949083,15.900553099525382,False
201,100-249,3,3,0.0,711044.0,4.500424727583666,2.729406920696654,3.171868379383806,3.9093041438623923,5.41698953442254,6.321600768758629,6.623137846870659,False
211,001-019,396,396,0.8838383838383839,7405200.0,1.6744990007022094,0.0,0.0,0.0,0.0,6.658022474898598,11.11111111111111,True
211,020-049,446,446,0.7107623318385651,28202710.0,1.3970288670840498,0.0,0.0,0.0,2.3272761085408202,4.698433040300232,8.019033979286258,True
211,050-099,294,294,0.48299319727891155,43820398.0,1.4650711296597534,0.0,0.0,0.928614000374665,1.9969546441676442,4.3651867899113705,5.665083459170438,True
211,100-249,302,302,0.5198675496688742,96777573.0,0.6923091572052545,0.0,0.0,0.0,0.9422318093731892,2.1047245360563207,3.061717611583942,True
211,1000+,78,78,0.24358974358974358,284673184.0,0.277511210890872,0.0,0.03004085457089068,0.1099829099460579,0.34956390176602425,1.0488572800233615,1.65799124124015,True
211,250-499,255,255,0.4549019607843137,180923412.0,0.4863936570022237,0.0,0.0,0.23499443063199402,0.6830364211440036,1.1610178831750995,1.66217217502916,True
211,500-999,132,132,0.3787878787878788,192683434.0,0.49511262083900787,0.0,0.0,0.18474132145536057,0.4981392485687648,1.0289013582358706,1.7564708160698443,True
212,001-019,289,289,0.8442906574394463,4974426.0,2.412338629622795,0.0,0.0,0.0,0.0,7.799590732306064,14.583883208751343,True
212,020-049,461,461,0.4403470715835141,29830294.0,4.686510967676014,0.0,0.0,2.566405748748877,6.856907763162406,12.523677577920756,16.99668564629897,True
212,050-099,225,225,0.25333333333333335,29865885.0,3.7300083355976223,0.0,0.0,2.4451222866783624,5.377789728421619,9.8315077921511,13.798248961638786,True
212,100-249,123,123,0.13821138211382114,39226791.0,3.2630759931394846,0.0,0.8728550280419469,2.1402678010086014,4.6291027079351075,7.401335661581995,8.661789258840033,True
212,1000+,1,1,0.0,2789340.0,1.290627890468713,1.290627890468713,1.290627890468713,1.290627890468713,1.290627890468713,1.290627890468713,1.290627890468713,False
212,250-499,21,21,0.0,12929920.0,2.954387962183834,0.8218311219227561,1.283797575933417,2.0548226688036824,3.9087133036966004,8.444444444444445,11.160131689553937,False
212,500-999,6,6,0.3333333333333333,6658687.0,2.9735592016864585,0.0,0.5248780970619573,3.2676810402685805,5.363574030826484,6.105013342013437,6.321112274517388,False
213,001-019,777,777,0.8635778635778636,16941195.0,1.5229150009783843,0.0,0.0,0.0,0.0,5.460095459090157,10.666043412103223,True
213,020-049,1590,1590,0.6981132075471698,109254259.0,1.2704310227393516,0.0,0.0,0.0,2.0982037791971466,4.087094289736981,6.456581391362543,True
213,050-099,742,742,0.477088948787062,128260964.0,1.269287201053627,0.0,0.0,0.752664391583169,1.8365851735098977,3.6630779872608388,5.117626045157366,True
213,100-249,639,639,0.297339593114241,261308575.0,0.8702355060487394,0.0,0.0,0.6242937676753173,1.1689568337438718,2.056423109054688,2.9571455878319544,True
213,1000+,119,119,0.058823529411764705,669536252.0,0.7494739806859629,0.08790501031731868,0.21856595693355907,0.5451986985743599,1.000078789482329,1.8858937148556632,2.2290203737953305,True
213,250-499,535,535,0.13271028037383178,505821928.0,0.8928043151185806,0.0,0.31015243968305295,0.6850581956937242,1.2148241107344118,1.9782216472141352,2.423885792660412,True
213,500-999,240,240,0.08333333333333333,435525760.0,0.8688349456068913,0.11060850520308842,0.39036178889215517,0.696525949894194,1.2132984868763992,1.7095660914807573,2.2343688932620087,True
220,100-249,1,1,0.0,294975.0,6.780235613187558,6.780235613187558,6.780235613187558,6.780235613187558,6.780235613187558,6.780235613187558,6.780235613187558,False
220,250-499,1,1,0.0,447070.0,5.815644082582146,5.815644082582146,5.815644082582146,5.815644082582146,5.815644082582146,5.815644082582146,5.815644082582146,False
221,001-019,13031,13031,0.8103752589977745,206829756.0,3.3389779756835374,0.0,0.0,0.0,0.0,11.11111111111111,19.057454454851623,True
221,020-049,19763,19763,0.5285128775995547,1221311518.0,2.9517448635082797,0.0,0.0,0.0,4.5021216299487286,8.685871138214331,11.741223435481977,True
