label,n_filings,n_screened_in,hours_unscreened,hours_screened,trir_numerator_screened,trir_unscreened,trir_screened,trir_ratio_screened_to_unscreened,dart_numerator_screened,dart_unscreened,dart_screened,dart_ratio_screened_to_unscreened,ltir_numerator_screened,ltir_unscreened,ltir_screened,ltir_ratio_screened_to_unscreened,severity_numerator_screened,severity_unscreened,severity_screened,severity_ratio_screened_to_unscreened
pooled_all_years,2801064,2743207,18951698493968.0,629162823955.0,12530026.0,0.134061672667949,3.983078949653959,29.71079556436282,8118982.0,0.08680792386622367,2.580884213394242,29.730974989927677,4616611.0,0.04941966548792972,1.4675409366940588,29.69548503019495,489490420.0,5.204901240455887,155.60055405785073,29.895006047073814
