naics3,model,count,observed,expected
236,zip,2,762.0,802.8914041889843
236,zip,3,435.0,418.8053816005212
236,zip,4,274.0,236.6710524427992
236,zip,5,175.0,145.12012922112234
236,zip,6,106.0,95.03725030504448
236,zip,7,112.0,65.41604561179795
236,zip,8,62.0,46.76392185908474
236,zip,9,38.0,34.47327254501538
236,zip,10+,232.0,178.42887466179053
236,zinb,0,4679.0,4822.640569195538
236,zinb,1,1494.0,1399.3041562636017
236,zinb,2,762.0,675.7024286773441
236,zinb,3,435.0,388.38351977394
236,zinb,4,274.0,246.23194275707678
236,zinb,5,175.0,166.90126621865738
236,zinb,6,106.0,118.90192084849463
236,zinb,7,112.0,88.05709422533837
236,zinb,8,62.0,67.27296017520882
236,zinb,9,38.0,52.717087583176884
236,zinb,10+,232.0,342.88705428162405
237,poisson,0,3621.0,4315.306911914582
237,poisson,1,1554.0,1676.3606286220802
237,poisson,2,866.0,687.7954423929546
237,poisson,3,573.0,328.43844260699063
237,poisson,4,378.0,182.6151620319062
237,poisson,5,237.0,116.13953716421108
237,poisson,6,170.0,82.67273759420948
237,poisson,7,126.0,63.903335436432826
237,poisson,8,107.0,51.95998019684255
237,poisson,9,52.0,43.36675516934344
237,poisson,10+,288.0,423.44106687044757
237,nb2,0,3621.0,4126.752891817292
237,nb2,1,1554.0,1247.56755526337
237,nb2,2,866.0,635.8077008543885
237,nb2,3,573.0,386.1177565049602
237,nb2,4,378.0,258.4723065900235
237,nb2,5,237.0,184.64567711848352
237,nb2,6,170.0,138.29501622987743
237,nb2,7,126.0,107.39036788805494
237,nb2,8,107.0,85.80253268980115
237,nb2,9,52.0,70.15063803904783
237,nb2,10+,288.0,730.9975570047006
237,zip,0,3621.0,4205.196861084743
237,zip,1,1554.0,1517.6944165643633
237,zip,2,866.0,728.2058220573924
237,zip,3,573.0,382.3958221520498
237,zip,4,378.0,222.32688035449814
237,zip,5,237.0,140.76187249957763
237,zip,6,170.0,96.06705369485788
237,zip,7,126.0,70.34010042472455
237,zip,8,107.0,54.86355587710298
237,zip,9,52.0,45.051996550702796
237,zip,10+,288.0,509.09561873998706
237,zinb,0,3621.0,4096.363450220654
237,zinb,1,1554.0,1237.2364386921136
237,zinb,2,866.0,646.796377000105
237,zinb,3,573.0,394.7844927239505
237,zinb,4,378.0,264.087495048916
237,zinb,5,237.0,188.2202535276494
237,zinb,6,170.0,140.610199274281
237,zinb,7,126.0,108.92757849201898
237,zinb,8,107.0,86.8490316576669
237,zinb,9,52.0,70.87998435136407
237,zinb,10+,288.0,737.2446990112803
221,poisson,0,3582.0,3254.1969401839597
221,poisson,1,1274.0,1596.9672205339996
221,poisson,2,682.0,777.2535810263319
221,poisson,3,396.0,400.3306704027813
221,poisson,4,248.0,225.19964843292288
221,poisson,5,159.0,137.77929865752515
221,poisson,6,108.0,90.31840000401823
221,poisson,7,80.0,62.62977030090876
221,poisson,8,60.0,45.59271748056577
221,poisson,9,39.0,34.698475294072736
221,poisson,10+,210.0,213.03327768291388
221,nb2,0,3582.0,3690.563599892228
221,nb2,1,1274.0,1253.2370472504767
221,nb2,2,682.0,608.1805689924381
221,nb2,3,396.0,345.29085445696796
221,nb2,4,248.0,216.03374347060884
221,nb2,5,159.0,144.89900477301194
221,nb2,6,108.0,102.46317497567043
221,nb2,7,80.0,75.51800810415563
221,nb2,8,60.0,57.53182641982429
221,nb2,9,39.0,45.02592386725787
221,nb2,10+,210.0,299.2562477973599
221,zip,0,3582.0,3638.4509328159897
221,zip,1,1274.0,1309.0933155378198
221,zip,2,682.0,691.5432225418881
221,zip,3,396.0,377.25051160989756
221,zip,4,248.0,220.3659497958839
221,zip,5,159.0,138.2782762053572
221,zip,6,108.0,92.24494277764427
221,zip,7,80.0,64.63150395221123
221,zip,8,60.0,47.12587092897334
221,zip,9,39.0,35.57816992402784
221,zip,10+,210.0,223.4373039103074
221,zinb,0,3582.0,3693.176194457423
221,zinb,1,1274.0,1235.7202403101055
221,zinb,2,682.0,612.1004690266082
221,zinb,3,396.0,349.40490374641087
221,zinb,4,248.0,218.71159650809983
221,zinb,5,159.0,146.53492554978007
221,zinb,6,108.0,103.46743391372782
221,zinb,7,80.0,76.14713054637816
221,zinb,8,60.0,57.93457509577314
221,zinb,9,39.0,45.288923537643655
221,zinb,10+,210.0,299.5136073080492
721,poisson,0,2701.0,1841.1541067580742
721,poisson,1,1287.0,1603.1181855682744
721,poisson,2,663.0,988.4175587859187
721,poisson,3,451.0,574.7274408208809
721,poisson,4,258.0,357.38727778305713
721,poisson,5,206.0,242.23068653979183
721,poisson,6,160.0,174.8244160226509
721,poisson,7,114.0,131.79493133907675
721,poisson,8,108.0,102.89650773691643
721,poisson,9,98.0,82.8440058532787
721,poisson,10+,767.0,713.6048827920799
721,nb2,0,2701.0,2465.861510806714
721,nb2,1,1287.0,1422.3295215529502
721,nb2,2,663.0,807.5428973602832
721,nb2,3,451.0,484.8702238205646
721,nb2,4,258.0,312.1693530835834
721,nb2,5,206.0,214.7564511363367
721,nb2,6,160.0,156.2585467325035
721,nb2,7,114.0,118.88216376486689
721,nb2,8,108.0,93.6362654198492
721,nb2,9,98.0,75.76597641230416
721,nb2,10+,767.0,660.9270899100443
721,zip,0,2701.0,2416.9887522485706
721,zip,1,1287.0,1378.856647275627
721,zip,2,663.0,870.8105342038983
721,zip,3,451.0,512.8569842620005
721,zip,4,258.0,320.4677239036804
721,zip,5,206.0,217.81832208376434
721,zip,6,160.0,157.62472107193432
721,zip,7,114.0,119.03285345080306
721,zip,8,108.0,92.95042038178443
721,zip,9,98.0,74.76148977206371
721,zip,10+,767.0,650.8315513458733
721,zinb,0,2701.0,2465.861555209123
721,zinb,1,1287.0,1422.3295244842086
721,zinb,2,663.0,807.5428913194789
721,zinb,3,451.0,484.8702174139185
721,zinb,4,258.0,312.1693479519453
721,zinb,5,206.0,214.75644723603912
721,zinb,6,160.0,156.2585437463141
721,zinb,7,114.0,118.88216142028404
721,zinb,8,108.0,93.63626352772633
721,zinb,9,98.0,75.76597484788172
721,zinb,10+,767.0,660.9270728430804
622,poisson,0,1137.0,702.1510559312175
622,poisson,1,511.0,515.2705928301606
622,poisson,2,371.0,388.05841643915124
622,poisson,3,303.0,315.288690190567
622,poisson,4,228.0,276.4820670358319
622,poisson,5,169.0,251.189129192473
622,poisson,6,186.0,229.1480027071233
622,poisson,7,146.0,207.5078772989243
622,poisson,8,166.0,186.42560040904326
622,poisson,9,141.0,166.6882401943993
622,poisson,10+,3203.0,3322.790327771109
622,nb2,0,1137.0,931.7414522815939
622,nb2,1,511.0,590.325037179172
622,nb2,2,371.0,428.3320501797758
622,nb2,3,303.0,335.16124241229875
622,nb2,4,228.0,275.3291284682099
622,nb2,5,169.0,233.599003411288
622,nb2,6,186.0,202.55348098802577
622,nb2,7,146.0,178.31317477606143
622,nb2,8,166.0,158.71670359195645
622,nb2,9,141.0,142.4801481773679
622,nb2,10+,3203.0,3084.4485785342504
622,zip,0,1137.0,947.3963916939854
622,zip,1,511.0,482.0692426885751
622,zip,2,371.0,364.1379616613519
622,zip,3,303.0,295.0157825142886
622,zip,4,228.0,258.2535739951978
622,zip,5,169.0,235.19657923764535
622,zip,6,186.0,215.67712888687504
622,zip,7,146.0,196.49064686094863
622,zip,8,166.0,177.53120083300132
622,zip,9,141.0,159.48767476006313
622,zip,10+,3203.0,3229.7438168680674
622,zinb,0,1137.0,996.2993052840734
622,zinb,1,511.0,547.06085601713
622,zinb,2,371.0,405.2683729072247
622,zinb,3,303.0,321.20807297581956
622,zinb,4,228.0,266.7418264293301
622,zinb,5,169.0,228.48148848750492
622,zinb,6,186.0,199.68155460040728
622,zinb,7,146.0,176.84755533113997
622,zinb,8,166.0,158.0908926141857
622,zinb,9,141.0,142.32503067634
622,zinb,10+,3203.0,3118.995044676844
311,poisson,0,1329.0,1104.5193987321477
311,poisson,1,822.0,964.7051310596955
311,poisson,2,658.0,732.836193909231
311,poisson,3,486.0,552.8097546480792
311,poisson,4,441.0,430.5330142314781
311,poisson,5,348.0,345.7095794150032
311,poisson,6,284.0,283.29535082458455
311,poisson,7,255.0,235.37563852833264
311,poisson,8,217.0,197.71964139522464
311,poisson,9,159.0,167.6722483299746
311,poisson,10+,1433.0,1416.8240489262485
311,nb2,0,1329.0,1388.9561824735101
311,nb2,1,822.0,962.5906277259141
311,nb2,2,658.0,675.9570866532073
311,nb2,3,486.0,496.1003536176992
311,nb2,4,441.0,379.25319885621525
311,nb2,5,348.0,299.8234687736017
311,nb2,6,284.0,243.42516909181316
311,nb2,7,255.0,201.81873585219398
311,nb2,8,217.0,170.12477508925895
311,nb2,9,159.0,145.3391453665603
311,nb2,10+,1433.0,1468.611256500026
311,zip,0,1329.0,1261.2508211668164
311,zip,1,822.0,923.0600568550308
311,zip,2,658.0,704.8647470319053
311,zip,3,486.0,533.3094526487046
311,zip,4,441.0,416.18565664270517
311,zip,5,348.0,334.8480883374731
311,zip,6,284.0,274.9532458170047
311,zip,7,255.0,228.88759621227382
311,zip,8,217.0,192.61173714515832
311,zip,9,159.0,163.60743177924053
311,zip,10+,1433.0,1398.4211663636872
311,zinb,0,1329.0,1388.9561479310594
311,zinb,1,822.0,962.5906146693754
311,zinb,2,658.0,675.9570824422409
311,zinb,3,486.0,496.10035301992724
311,zinb,4,441.0,379.2531997693101
311,zinb,5,348.0,299.823470329596
311,zinb,6,284.0,243.42517091630975
311,zinb,7,255.0,201.81873777327985
311,zinb,8,217.0,170.12477702193488
311,zinb,9,159.0,145.33914726580537
311,zinb,10+,1433.0,1468.611298861161
492,poisson,0,831.0,386.9721290286207
492,poisson,1,537.0,482.9707733143571
492,poisson,2,465.0,539.4758374720162
492,poisson,3,445.0,560.9168745988524
492,poisson,4,385.0,546.3490306183153
492,poisson,5,355.0,502.7141540761924
492,poisson,6,306.0,441.18203623348785
492,poisson,7,302.0,373.22559624530106
492,poisson,8,239.0,307.83102686799475
492,poisson,9,237.0,250.41468004831665
492,poisson,10+,2044.0,1753.9478614965456
492,nb2,0,831.0,741.9857368255842
492,nb2,1,537.0,661.0033638972067
492,nb2,2,465.0,565.3014696990599
492,nb2,3,445.0,481.3624117859881
492,nb2,4,385.0,410.376862817865
492,nb2,5,355.0,350.8681989762431
492,nb2,6,306.0,301.0780110215411
492,nb2,7,302.0,259.3846433279381
492,nb2,8,239.0,224.39282227035437
492,nb2,9,237.0,194.93680511953207
492,nb2,10+,2044.0,1955.3096742586874
492,zip,0,831.0,738.5389100892169
492,zip,1,537.0,433.45347656430783
492,zip,2,465.0,485.94649885541435
492,zip,3,445.0,508.9971180710043
492,zip,4,385.0,500.7001678176966
492,zip,5,355.0,465.94888137629624
492,zip,6,306.0,413.7287003311518
492,zip,7,302.0,353.9126134787803
492,zip,8,239.0,294.73010678146704
492,zip,9,237.0,241.54709336478817
492,zip,10+,2044.0,1708.4964332698764
492,zinb,0,831.0,772.4045456540917
492,zinb,1,537.0,634.3471427535026
492,zinb,2,465.0,552.4494464572722
492,zinb,3,445.0,475.83418060490993
492,zinb,4,385.0,408.753937355108
492,zinb,5,355.0,351.2757640681919
492,zinb,6,306.0,302.47090731145937
492,zinb,7,302.0,261.1798666950064
492,zinb,8,239.0,226.2704027920159
492,zinb,9,237.0,196.7282547638436
492,zinb,10+,2044.0,1964.2855515445983
333,poisson,0,2080.0,1757.7927334705469
333,poisson,1,1072.0,1313.6868959320773
333,poisson,2,730.0,827.0337454032191
333,poisson,3,456.0,519.3730315381821
333,poisson,4,344.0,341.8002308728711
333,poisson,5,222.0,235.93092274109398
333,poisson,6,163.0,168.9629077652911
333,poisson,7,155.0,124.46125186297127
333,poisson,8,109.0,93.90844603608448
333,poisson,9,97.0,72.50247394739179
333,poisson,10+,464.0,436.5473604302707
333,nb2,0,2080.0,2175.056994627861
333,nb2,1,1072.0,1124.9713977307447
333,nb2,2,730.0,659.7881870290042
333,nb2,3,456.0,422.23796792208117
333,nb2,4,344.0,288.50570954671366
333,nb2,5,222.0,207.3530413186494
333,nb2,6,163.0,155.04353658302142
333,nb2,7,155.0,119.62624105465396
333,nb2,8,109.0,94.65999710419158
333,nb2,9,97.0,76.46631869376827
333,nb2,10+,464.0,568.2906083893106
333,zip,0,2080.0,2087.086721322412
333,zip,1,1072.0,1159.7642766203935
333,zip,2,730.0,749.8010180302138
333,zip,3,456.0,479.3433729051993
333,zip,4,344.0,319.48885307677494
333,zip,5,222.0,222.91418968341281
333,zip,6,163.0,161.22836522716062
333,zip,7,155.0,119.80200272453507
333,zip,8,109.0,90.99775090223807
333,zip,9,97.0,70.5377432409534
333,zip,10+,464.0,431.03570626670637
333,zinb,0,2080.0,2175.057017334192
333,zinb,1,1072.0,1124.9713902947678
333,zinb,2,730.0,659.788180578487
333,zinb,3,456.0,422.23796385134324
333,zinb,4,344.0,288.5057070490619
333,zinb,5,222.0,207.35303975693128
333,zinb,6,163.0,155.04353558232975
333,zinb,7,155.0,119.62624040172095
333,zinb,8,109.0,94.65999667488381
333,zinb,9,97.0,76.46631841296855
333,zinb,10+,464.0,568.2906100633134
531,poisson,0,4070.0,4132.056334925346
531,poisson,1,925.0,892.9566648370343
531,poisson,2,330.0,299.5860485158983
531,poisson,3,129.0,138.43020506955503
531,poisson,4,87.0,76.90862363425263
531,poisson,5,51.0,49.144253927100934
531,poisson,6,31.0,35.03317584292279
531,poisson,7,30.0,26.801304542116654
531,poisson,8,20.0,21.194994069822503
531,poisson,9,15.0,16.891183497322416
531,poisson,10+,95.0,93.99721113862901
531,nb2,0,4070.0,4193.663549566441
531,nb2,1,925.0,766.6789054486164
531,nb2,2,330.0,279.9295832820041
531,nb2,3,129.0,141.85639929843774
531,nb2,4,87.0,85.5224154963403
531,nb2,5,51.0,57.06981359914099
531,nb2,6,31.0,40.67939940407844
531,nb2,7,30.0,30.383985272316544
531,nb2,8,20.0,23.508613955092926
531,nb2,9,15.0,18.700235064614493
531,nb2,10+,95.0,145.0070996129167
531,zip,0,4070.0,4291.160266685066
531,zip,1,925.0,784.7008855484755
531,zip,2,330.0,272.9888532907472
531,zip,3,129.0,128.9839476796039
531,zip,4,87.0,72.1127829655656
531,zip,5,51.0,45.65657465456714
531,zip,6,31.0,32.122617033476644
531,zip,7,30.0,24.502028115541854
531,zip,8,20.0,19.635234729564814
531,zip,9,15.0,16.066789606777995
531,zip,10+,95.0,95.07001969061392
531,zinb,0,4070.0,4194.642834276567
531,zinb,1,925.0,761.9329261939768
531,zinb,2,330.0,281.0336915301785
531,zinb,3,129.0,142.77832412506055
531,zinb,4,87.0,86.1341029415045
531,zinb,5,51.0,57.458804391007895
531,zinb,6,31.0,40.926298358873424
531,zinb,7,30.0,30.54483771950766
531,zinb,8,20.0,23.618476275008042
531,zinb,9,15.0,18.77993341500954
531,zinb,10+,95.0,145.14977077330713
441,poisson,0,2197.0,2201.8557260495973
441,poisson,1,1329.0,1447.6524496084903
441,poisson,2,859.0,760.7100005538261
441,poisson,3,466.0,401.00087138705135
441,poisson,4,240.0,229.67726579662826
441,poisson,5,149.0,142.42618989054478
441,poisson,6,84.0,93.51013513417364
441,poisson,7,65.0,64.13175594729583
441,poisson,8,44.0,45.66842672471229
441,poisson,9,18.0,33.64420572770325
441,poisson,10+,105.0,135.7229731799768
441,nb2,0,2197.0,2456.4657372076003
441,nb2,1,1329.0,1218.0443843766448
441,nb2,2,859.0,641.7868071428811
441,nb2,3,466.0,366.2886541286866
441,nb2,4,240.0,225.23195696752666
441,nb2,5,149.0,147.79033876897455
441,nb2,6,84.0,102.35008690091317
441,nb2,7,65.0,74.0202398652994
441,nb2,8,44.0,55.400561500149266
441,nb2,9,18.0,42.609383369817756
441,nb2,10+,105.0,226.01184977150646
441,zip,0,2197.0,2409.783853829705
441,zip,1,1329.0,1283.5622432979665
441,zip,2,859.0,711.3412090047811
441,zip,3,466.0,387.54149163683894
441,zip,4,240.0,226.69849982430304
441,zip,5,149.0,143.10749844851242
441,zip,6,84.0,95.45641261660623
441,zip,7,65.0,66.28644979487729
441,zip,8,44.0,47.60015000144635
441,zip,9,18.0,35.23574192348414
441,zip,10+,105.0,149.3864496214789
441,zinb,0,2197.0,2456.184489998934
441,zinb,1,1329.0,1217.1811898839733
441,zinb,2,859.0,642.3180934004432
441,zinb,3,466.0,366.6788150747626
441,zinb,4,240.0,225.4425412410129
441,zinb,5,149.0,147.90262798886954
441,zinb,6,84.0,102.41324644753084
441,zinb,7,65.0,74.05711770766193
441,zinb,8,44.0,55.4216613647954
441,zinb,9,18.0,42.62013276475956
441,zinb,10+,105.0,225.78008412725654
325,poisson,0,2220.0,2218.8729334482587
325,poisson,1,1144.0,1294.4559807347048
325,poisson,2,638.0,677.026208465145
325,poisson,3,389.0,369.29355528980676
325,poisson,4,241.0,219.10178554449288
325,poisson,5,178.0,140.9199358380548
325,poisson,6,126.0,96.60607657274099
325,poisson,7,86.0,69.36863169985106
325,poisson,8,70.0,51.4703503077527
325,poisson,9,70.0,39.13058785979689
325,poisson,10+,218.0,203.75395423939577
325,nb2,0,2220.0,2415.1083582308866
325,nb2,1,1144.0,1040.810954177029
325,nb2,2,638.0,556.2997045415393
325,nb2,3,389.0,334.7160716197184
325,nb2,4,241.0,218.46043021359458
325,nb2,5,178.0,151.46260187941914
325,nb2,6,126.0,110.00288306467556
325,nb2,7,86.0,82.86323973794838
325,nb2,8,70.0,64.27381232505616
325,nb2,9,70.0,51.05928681640355
325,nb2,10+,218.0,354.94265739372963
325,zip,0,2220.0,2406.39928743553
325,zip,1,1144.0,1170.4610772997614
325,zip,2,638.0,633.8186545816741
325,zip,3,389.0,353.606902337889
325,zip,4,241.0,212.65210289259602
325,zip,5,178.0,137.95894139637517
325,zip,6,126.0,95.24346425081761
325,zip,7,86.0,68.88991608319284
325,zip,8,70.0,51.51612179748367
325,zip,9,70.0,39.45480373691574
325,zip,10+,218.0,209.99872818776433
325,zinb,0,2220.0,2415.108381380313
325,zinb,1,1144.0,1040.8109450670372
325,zinb,2,638.0,556.2996981962212
325,zinb,3,389.0,334.7160680286336
325,zinb,4,241.0,218.4604281807442
325,zinb,5,178.0,151.46260069053247
325,zinb,6,126.0,110.00288234470507
325,zinb,7,86.0,82.86323928907358
325,zinb,8,70.0,64.27381203935911
325,zinb,9,70.0,51.05928663264345
325,zinb,10+,218.0,354.9426581507371
562,poisson,0,2712.0,2022.1679643505636
562,poisson,1,896.0,1217.0211047781129
562,poisson,2,541.0,734.5342432922854
562,poisson,3,327.0,444.4315734743242
562,poisson,4,205.0,277.5498534093889
562,poisson,5,156.0,180.9971864654156
562,poisson,6,130.0,122.75575081434764
562,poisson,7,70.0,85.89177820807893
562,poisson,8,58.0,61.68872772281223
562,poisson,9,42.0,45.43674236065061
562,poisson,10+,240.0,184.52507512402
562,nb2,0,2712.0,2659.5757658977886
562,nb2,1,896.0,1007.9872556595864
562,nb2,2,541.0,527.0341141503988
562,nb2,3,327.0,315.5364421566681
562,nb2,4,205.0,204.723526485969
562,nb2,5,156.0,140.53248638286547
562,nb2,6,130.0,100.68404434982324
562,nb2,7,70.0,74.61610305193679
562,nb2,8,58.0,56.8359698339295
562,nb2,9,42.0,44.28579617715788
562,nb2,10+,240.0,245.1884958538764
562,zip,0,2712.0,2581.0867796427206
562,zip,1,896.0,902.7069178700513
562,zip,2,541.0,586.9623905765025
562,zip,3,327.0,377.752145462988
562,zip,4,205.0,247.0276564406769
562,zip,5,156.0,167.00330567538705
562,zip,6,130.0,116.95265153985025
562,zip,7,70.0,84.32653226980085
562,zip,8,58.0,62.163364727742774
562,zip,9,42.0,46.64947246523935
562,zip,10+,240.0,204.36878332904047
562,zinb,0,2712.0,2662.9847829201763
562,zinb,1,896.0,997.8251172644595
562,zinb,2,541.0,527.5332339384051
562,zinb,3,327.0,317.20010773339476
562,zinb,4,205.0,206.13953121270058
562,zinb,5,156.0,141.56921207371118
562,zinb,6,130.0,101.41870233350122
562,zinb,7,70.0,75.13590985198915
562,zinb,8,58.0,57.20652168844792
562,zinb,9,42.0,44.55225780496273
562,zinb,10+,240.0,245.4346231782514
624,poisson,0,2768.0,2791.6979134109156
624,poisson,1,956.0,1071.3723064566136
624,poisson,2,518.0,477.01717017788894
624,poisson,3,273.0,258.0501471345158
624,poisson,4,189.0,162.15874549771007
624,poisson,5,121.0,111.22253470027732
624,poisson,6,84.0,80.23881780725578
624,poisson,7,79.0,60.043172989716645
624,poisson,8,60.0,46.31876358225865
624,poisson,9,42.0,36.615769443891544
624,poisson,10+,271.0,266.26465879895625
624,nb2,0,2768.0,2970.3334919605404
624,nb2,1,956.0,825.2939805743857
624,nb2,2,518.0,397.1182501979473
624,nb2,3,273.0,235.1745958293432
624,nb2,4,189.0,156.03908476112622
624,nb2,5,121.0,111.34356135850655
624,nb2,6,84.0,83.59852289403878
624,nb2,7,79.0,65.17970751445978
624,nb2,8,60.0,52.31829129220267
624,nb2,9,42.0,42.97428841859288
624,nb2,10+,271.0,421.62622519885707
624,zip,0,2768.0,2929.480055093548
624,zip,1,956.0,929.5192504792701
624,zip,2,518.0,445.84751741091225
624,zip,3,273.0,248.34508155907503
624,zip,4,189.0,158.7923221741699
624,zip,5,121.0,111.55562341598308
624,zip,6,84.0,82.57893069728053
624,zip,7,79.0,63.03185052859786
624,zip,8,60.0,49.291410784671726
624,zip,9,42.0,39.4410701369073
624,zip,10+,271.0,303.1168877195845
624,zinb,0,2768.0,2966.1475619666962
624,zinb,1,956.0,823.4765813298181
624,zinb,2,518.0,398.532562167988
624,zinb,3,273.0,236.32600639752667
624,zinb,4,189.0,156.83111445523022
624,zinb,5,121.0,111.89277671023937
624,zinb,6,84.0,83.99437813648964
624,zinb,7,79.0,65.47761002413695
624,zinb,8,60.0,52.55145246319879
624,zinb,9,42.0,43.1627683591155
624,zinb,10+,271.0,422.6071879895603
811,poisson,0,2893.0,2842.8113998491262
811,poisson,1,1143.0,1214.9147226652467
811,poisson,2,494.0,518.9176319186618
811,poisson,3,258.0,243.85765164648723
811,poisson,4,158.0,127.68580733391815
811,poisson,5,61.0,74.20142476639326
811,poisson,6,48.0,47.170816553130514
811,poisson,7,43.0,32.19949443656198
811,poisson,8,22.0,23.134879239306514
811,poisson,9,16.0,17.1775188711636
811,poisson,10+,87.0,80.92865272000401
811,nb2,0,2893.0,3042.5601112750205
811,nb2,1,1143.0,994.1838542695853
811,nb2,2,494.0,438.6082225516794
811,nb2,3,258.0,231.37994050523506
811,nb2,4,158.0,136.76705018213175
811,nb2,5,61.0,87.50241288307063
811,nb2,6,48.0,59.40101098248074
811,nb2,7,43.0,42.23995601405075
811,nb2,8,22.0,31.17865009733169
811,nb2,9,16.0,23.726745847119357
811,nb2,10+,87.0,135.45204539229476
811,zip,0,2893.0,3037.9791356653536
811,zip,1,1143.0,1052.7968540644583
811,zip,2,494.0,480.6895797209321
811,zip,3,258.0,237.091935587187
811,zip,4,158.0,127.93978708011763
811,zip,5,61.0,75.51323576804131
811,zip,6,48.0,48.29176400983676
811,zip,7,43.0,33.0524376898121
811,zip,8,22.0,23.88607442499842
811,zip,9,16.0,17.96118879708018
811,zip,10+,87.0,87.79800719218252
811,zinb,0,2893.0,3042.5601068069013
811,zinb,1,1143.0,994.1838576592505
811,zinb,2,494.0,438.60822394676353
811,zinb,3,258.0,231.37994099172127
811,zinb,4,158.0,136.76705030697923
811,zinb,5,61.0,87.5024128686782
811,zinb,6,48.0,59.401010919409046
811,zinb,7,43.0,42.23995593878124
811,zinb,8,22.0,31.178650023912667
811,zinb,9,16.0,23.726745780344018
811,zinb,10+,87.0,135.45204475725905
541,poisson,0,3220.0,3289.8485796467257
541,poisson,1,771.0,820.6383598111508
541,poisson,2,343.0,285.6832145634594
541,poisson,3,191.0,143.7508418759273
541,poisson,4,115.0,89.04709614066753
541,poisson,5,58.0,60.74813840879668
541,poisson,6,50.0,43.620052081882896
541,poisson,7,29.0,32.52500420139003
541,poisson,8,23.0,25.098616376256203
541,poisson,9,25.0,19.984415354222133
541,poisson,10+,111.0,125.05568153952127
541,nb2,0,3220.0,3376.9873539386044
541,nb2,1,771.0,552.2442804021783
541,nb2,2,343.0,251.6591823039954
541,nb2,3,191.0,146.6792763241076
541,nb2,4,115.0,96.59659653139784
541,nb2,5,58.0,68.66185202013756
541,nb2,6,50.0,51.478102388291845
541,nb2,7,29.0,40.15308508014279
541,nb2,8,23.0,32.29039230483352
541,nb2,9,25.0,26.602686702789853
541,nb2,10+,111.0,292.6471920035206
541,zip,0,3220.0,3507.8264392633946
541,zip,1,771.0,674.518147097587
541,zip,2,343.0,247.87342992807282
541,zip,3,191.0,125.40690309308033
541,zip,4,115.0,78.50158692279265
541,zip,5,58.0,54.863429943437325
541,zip,6,50.0,40.474604065548526
541,zip,7,29.0,30.784169280198753
541,zip,8,23.0,23.96344846669531
541,zip,9,25.0,19.070972931204455
541,zip,10+,111.0,132.71686900798812
541,zinb,0,3220.0,3376.987392959356
541,zinb,1,771.0,552.2442724653461
541,zinb,2,343.0,251.6591768184627
541,zinb,3,191.0,146.6792724798201
541,zinb,4,115.0,96.59659372103233
541,zinb,5,58.0,68.66184988932517
541,zinb,6,50.0,51.47810072255205
541,zinb,7,29.0,40.15308374377637
541,zinb,8,23.0,32.290391208675736
541,zinb,9,25.0,26.602685786364923
541,zinb,10+,111.0,292.6471802052885
