naics3,model,count,observed,expected
561,zip,3,762.0,670.514528064728
561,zip,4,510.0,385.73257684832834
561,zip,5,331.0,245.71732842755893
561,zip,6,220.0,171.13181729347326
561,zip,7,149.0,127.49108675579909
561,zip,8,127.0,99.41331780254471
561,zip,9,86.0,79.75892538283307
561,zip,10+,548.0,517.098296768721
561,zinb,0,10444.0,10646.301440708972
561,zinb,1,2396.0,2418.0463877012426
561,zinb,2,1286.0,1129.8556025236987
561,zinb,3,762.0,651.3205147587602
561,zinb,4,510.0,416.33407117315375
561,zinb,5,331.0,284.9441561909838
561,zinb,6,220.0,205.21272685136637
561,zinb,7,149.0,153.82909402996853
561,zinb,8,127.0,119.09742609106274
561,zinb,9,86.0,94.68092959555341
561,zinb,10+,548.0,739.3776503752375
722,poisson,0,11006.0,10076.88885468254
722,poisson,1,2144.0,2877.8228628685374
722,poisson,2,859.0,1088.4292542051305
722,poisson,3,418.0,457.47020169018754
722,poisson,4,228.0,214.57284684415927
722,poisson,5,116.0,114.39805098647624
722,poisson,6,82.0,68.35562733832857
722,poisson,7,54.0,44.242252809084505
722,poisson,8,36.0,30.116559735583195
722,poisson,9,24.0,21.203989198471543
722,poisson,10+,118.0,91.49949964150056
722,nb2,0,11006.0,11002.07477268019
722,nb2,1,2144.0,2192.2829600718032
722,nb2,2,859.0,821.2443886587046
722,nb2,3,418.0,391.67584509126505
722,nb2,4,228.0,213.18967869040944
722,nb2,5,116.0,127.01789656878164
722,nb2,6,82.0,81.03923213288384
722,nb2,7,54.0,54.60027248202745
722,nb2,8,36.0,38.46263645392498
722,nb2,9,24.0,28.11402255371663
722,nb2,10+,118.0,135.29829461629328
722,zip,0,11006.0,10934.229393873033
722,zip,1,2144.0,2173.2571194147017
722,zip,2,859.0,931.5746145074519
722,zip,3,418.0,434.105885477776
722,zip,4,228.0,216.63551075607685
722,zip,5,116.0,118.31172972667841
722,zip,6,82.0,71.34367514939325
722,zip,7,54.0,46.832391494839065
722,zip,8,36.0,32.6275800001097
722,zip,9,24.0,23.609669623858196
722,zip,10+,118.0,102.47242997608417
722,zinb,0,11006.0,11002.074855040244
722,zinb,1,2144.0,2192.2829275232625
722,zinb,2,859.0,821.2443700097796
722,zinb,3,418.0,391.6758346311107
722,zinb,4,228.0,213.18967252419873
722,zinb,5,116.0,127.0178927339687
722,zinb,6,82.0,81.03922962686197
722,zinb,7,54.0,54.60027077021836
722,zinb,8,36.0,38.46263523812125
722,zinb,9,24.0,28.114021660331517
722,zinb,10+,118.0,135.29829024190224
455,poisson,0,10534.0,9631.465807123113
455,poisson,1,2286.0,3036.5617766419086
455,poisson,2,544.0,591.1475759262983
455,poisson,3,232.0,160.39763332650386
455,poisson,4,151.0,111.8084941494448
455,poisson,5,113.0,113.68822320421245
455,poisson,6,88.0,120.34103004987148
455,poisson,7,75.0,124.81433268071237
455,poisson,8,58.0,124.51541954941752
455,poisson,9,65.0,118.5196991775968
455,poisson,10+,508.0,520.7400081709221
455,nb2,0,10534.0,10150.32759929257
455,nb2,1,2286.0,2659.885265726066
455,nb2,2,544.0,618.0415921832181
455,nb2,3,232.0,220.09966725364842
455,nb2,4,151.0,141.16200444205975
455,nb2,5,113.0,117.15356287321285
455,nb2,6,88.0,102.61274833749185
455,nb2,7,75.0,90.2179949893573
455,nb2,8,58.0,78.92710511830427
455,nb2,9,65.0,68.65953128071797
455,nb2,10+,508.0,406.912928503352
455,zip,0,10534.0,9900.466547975035
455,zip,1,2286.0,2874.137974910551
455,zip,2,544.0,570.6361524294309
455,zip,3,232.0,150.13855638344063
455,zip,4,151.0,100.12803152456641
455,zip,5,113.0,100.804354156357
455,zip,6,88.0,106.94011489335024
455,zip,7,75.0,111.86875942534766
455,zip,8,58.0,113.08678094557553
455,zip,9,65.0,109.3875875332067
