year_filing_for,naics3,size_band,n,n_with_metric,zero_share,hours_total,aggregate_trir,p10,p25,p50,p75,p90,p95,publishable
2016.0,212,020-049,49,49,0.40816326530612246,3140710.0,6.367986856475128,0.0,0.0,3.0281466228594787,8.219178082191782,14.68375962921914,20.347973381947355,True
2016.0,212,050-099,24,24,0.16666666666666666,3224133.0,4.094123908660095,0.0,1.2807361899406178,2.590405838958771,5.090868041162904,10.509237856118723,10.682291867477515,False
2016.0,212,100-249,12,12,0.08333333333333333,3862103.0,2.9517597019033412,0.7956560847583123,0.8324459134059612,1.5625562969079274,4.525076183178987,6.147724866695042,8.751399979907129,False
2016.0,213,001-019,99,99,0.9090909090909091,1852000.0,0.9719222462203023,0.0,0.0,0.0,0.0,0.0,6.573557216255271,True
2016.0,213,020-049,189,189,0.746031746031746,12364798.0,1.0028469531002449,0.0,0.0,0.0,1.2799508498873644,3.965156157801771,5.808364675571076,True
2016.0,213,050-099,76,76,0.5394736842105263,13106718.0,1.0223764637340942,0.0,0.0,0.0,1.4957558883625928,2.0030159571188655,3.5882528291695985,True
2016.0,213,100-249,66,66,0.3333333333333333,27052992.0,0.7540755565964755,0.0,0.0,0.5463707704479344,0.9527058223541455,1.6349466405482156,2.2233734875716413,True
2016.0,213,1000+,13,13,0.0,57425784.0,0.9055165881583784,0.11678978271569006,0.14960731819157666,0.7597927406970217,1.2427322355865251,1.686893240040658,2.037412328273726,False
2016.0,213,250-499,58,58,0.1206896551724138,50855919.0,0.8809200753996796,0.0,0.2486245956200673,0.6368539603116943,1.3146066595240846,1.9596746255388822,2.169396370052909,True
2016.0,213,500-999,18,18,0.16666666666666666,32665664.0,0.7469617026612408,0.0,0.3285531361921084,0.74883694841024,1.1324262009234463,1.3611476174158046,4.219850156606547,False
2016.0,221,001-019,1119,1119,0.8248436103663985,16677050.0,3.273960322718946,0.0,0.0,0.0,0.0,10.725080445639444,19.835790987744595,True
2016.0,221,020-049,1775,1775,0.527887323943662,111744300.0,2.8887379490497502,0.0,0.0,0.0,4.4494030162228855,8.623481480239946,11.325702599287503,True
2016.0,221,050-099,936,936,0.3311965811965812,129911531.0,2.8773427356498478,0.0,0.0,1.7563612283571022,4.133685884857659,7.591952763904869,10.357835772739987,True
2016.0,221,100-249,625,625,0.1968,185815943.0,2.2656828752310023,0.0,0.6582303477101812,1.6666666666666667,3.3248328440287667,5.375915959771592,7.1186072783890495,True
2016.0,221,1000+,72,72,0.19444444444444445,429879240.0,0.40197335419128405,0.0,0.019217952334865902,0.12491669017662835,0.8488352451780714,1.9093949324946182,3.3443057314724687,True
2016.0,221,250-499,201,201,0.1890547263681592,134461214.0,1.9276934387934352,0.0,0.2926697923800493,1.3232133972710047,2.85824532319609,5.172961668354038,6.966456511895225,True
2016.0,221,500-999,143,143,0.26573426573426573,200143957.0,0.7594533568655285,0.0,0.0,0.27137042062415195,0.6963437577193575,2.4801556286185678,3.396027036849124,True
2016.0,222,020-049,1,1,0.0,54373.0,47.81785077152263,47.81785077152263,47.81785077152263,47.81785077152263,47.81785077152263,47.81785077152263,47.81785077152263,False
2016.0,231,250-499,1,1,0.0,1045206.0,15.499336972807274,15.499336972807274,15.499336972807274,15.499336972807274,15.499336972807274,15.499336972807274,15.499336972807274,False
2016.0,236,001-019,1184,1184,0.8454391891891891,14049186.0,3.601632151499738,0.0,0.0,0.0,0.0,10.04530319096043,21.79469271142467,True
2016.0,236,020-049,1662,1662,0.4963898916967509,99419609.0,3.991164358733296,0.0,0.0,1.960910405811973,5.918720851251633,11.9028988009158,16.509092413236004,True
2016.0,236,050-099,916,916,0.3133187772925764,125647382.0,3.446152184850139,0.0,0.0,2.042018782312337,5.1462760422529055,9.054386740132202,12.464056597918999,True
2016.0,236,100-249,570,570,0.21403508771929824,170665787.0,2.5078254260767565,0.0,0.5750518656124051,1.7796392810182087,3.6597789804488423,6.743852358530882,9.450267331828679,True
2016.0,236,1000+,36,36,0.0,120484296.0,1.5935686755392586,0.37412196907764006,0.5147057453631918,1.2393711276886559,2.086078413692907,4.4548354440062,4.910680035556557,True
2016.0,236,250-499,194,194,0.13917525773195877,130567085.0,2.1674681639710345,0.0,0.38998589654540156,1.267966641272523,2.780309389961124,5.834032042905675,8.155579844356582,True
2016.0,236,500-999,62,62,0.03225806451612903,85922722.0,2.185684946061183,0.24836988717137687,0.7091473468226167,1.2918391190528329,2.9791636196230873,4.980974118041758,8.832826959857465,True
2016.0,237,001-019,656,656,0.8353658536585366,10300377.0,3.5726847667808665,0.0,0.0,0.0,0.0,9.672451988564072,17.856972786878895,True
2016.0,237,020-049,1530,1530,0.4503267973856209,99290272.0,4.121249662806846,0.0,0.0,2.4476507741486566,6.113371106365847,11.276867929133722,15.606551183575645,True
2016.0,237,050-099,997,997,0.2818455366098295,142603790.0,3.517438070895591,0.0,0.0,2.4854291714821857,5.346307038413216,9.412469050403711,12.023934414081149,True
2016.0,237,100-249,852,852,0.13380281690140844,275050636.0,2.9630907670397097,0.0,0.8468764637443258,2.30234388482842,4.386546813646907,6.980637022401609,10.001018119871738,True
2016.0,237,1000+,54,54,0.0,214585381.0,1.3039098875053377,0.24826538394042202,0.4428167478818666,1.145764178158318,1.7371098352397638,2.602119773757151,3.600862470544113,True
2016.0,237,250-499,290,290,0.11724137931034483,207947707.0,2.04570661603881,0.0,0.5441046366468796,1.6091206268528708,3.002227481188696,4.527055176182927,5.891971581614237,True
2016.0,237,500-999,122,122,0.09836065573770492,184056583.0,1.36479769376138,0.1031493488093321,0.32473032279581815,0.8132463728058277,1.7850502779626267,2.898848063025152,4.352746797258465,True
2016.0,238,001-019,1102,1102,0.6887477313974592,22989450.0,4.610810610954155,0.0,0.0,0.0,6.409229783669246,15.424089541249533,22.60518865100208,True
2016.0,238,020-049,4274,4274,0.4354234908750585,266717806.0,4.304174577680802,0.0,0.0,2.745028068429101,6.745988281088876,12.533529210490716,16.666666666666668,True
2016.0,238,050-099,2483,2483,0.25291985501409586,343290490.0,3.89932153378324,0.0,0.0,2.7159521449232065,5.9572207456799475,9.956848790598974,13.09907134766394,True
2016.0,238,100-249,1587,1587,0.13736609955891618,475341999.0,3.4110177586054204,0.0,0.9228668790013661,2.505844883190041,4.9228548152581215,8.454552396829554,10.977233234846757,True
2016.0,238,1000+,48,48,0.041666666666666664,183951791.0,1.325347248181998,0.1772280662819098,0.4204484303784347,1.5372068000838208,2.2646547482006674,3.0217212610064053,3.4595860503276734,True
2016.0,238,250-499,417,417,0.08872901678657075,282151464.0,2.5638711553876607,0.252285002394416,0.7340347443112307,1.9843592801538275,3.681444598860593,5.8162216381625225,7.792996245492417,True
2016.0,238,500-999,135,135,0.08148148148148149,182722593.0,1.8705951704614874,0.13590276338933868,0.5768229843629201,1.3035713509778957,2.847213032771401,4.71247728712339,6.387964093807136,True
2016.0,311,001-019,252,252,0.6706349206349206,5610750.0,5.346878759524127,0.0,0.0,0.0,8.104388467522917,18.304903307053028,27.35914463697402,True
2016.0,311,020-049,959,959,0.3472367049009385,63908955.0,4.9695696010050545,0.0,0.0,3.574492422076065,7.313934432580027,12.793143616490498,16.65142032831562,True
2016.0,311,050-099,742,742,0.16037735849056603,110504015.0,5.2649670692960795,0.0,1.510231821617852,4.017561381581851,7.925404132660339,12.325671047873016,15.674851938780428,True
2016.0,311,100-249,1089,1089,0.05325987144168962,369049704.0,5.056229499102917,0.9481276059293104,2.155125967112778,4.417434984822956,7.180619507948048,10.550116279628998,13.700728933539162,True
2016.0,311,1000+,111,111,0.0,367303875.0,4.1290062621854995,1.2811399363529679,2.313537619574106,3.6417312315266255,4.971944835037238,7.208768510627968,8.881153341502033,True
2016.0,311,250-499,583,583,0.012006861063464836,432741938.0,4.068937732584633,1.0125983472954376,1.9024498364220377,3.5222326258537744,5.509984942646431,8.574639503896769,10.315562982032844,True
2016.0,311,500-999,277,277,0.0,380570012.0,3.374937487192238,1.0011510698461294,1.7353641176719785,2.880842709119433,4.6576815754819645,6.689504534845286,7.71813947138137,True
2016.0,312,001-019,15,15,0.7333333333333333,362049.0,4.971702725321711,0.0,0.0,0.0,2.659645203329876,17.392405633295432,21.79996750150732,False
2016.0,312,020-049,183,183,0.29508196721311475,11042305.0,6.194358877064164,0.0,0.0,5.174175689135525,9.182562281132878,14.343690491395998,17.486206728187106,True
2016.0,312,050-099,141,141,0.1276595744680851,20027008.0,5.722272643022862,0.0,2.318464249281276,4.5315166986390345,7.412303187908063,12.86752879109567,16.11001676906291,True
2016.0,312,100-249,212,212,0.04716981132075472,64014493.0,5.817432624202772,1.0860003398284361,2.691318017392996,4.747448760156724,7.531576685569457,12.251419203146488,15.877780099159654,True
2016.0,312,1000+,10,10,0.0,42566270.0,0.6249079376698968,0.06260555974332943,0.10346950882275839,0.5146692590565967,0.8104411000223605,1.3915020553377104,2.0394379163753,False
2016.0,312,250-499,99,99,0.020202020202020204,70825563.0,6.2406845957581725,0.6627697671007101,2.1800714872139344,5.090029903925686,8.884546340621364,12.219142248842399,15.379923245609397,True
2016.0,312,500-999,39,39,0.02564102564102564,49311763.0,4.798043825770334,0.6186273947123573,1.4824625036320587,3.9208099567937063,6.113630509336961,11.429854540266746,12.75524708997273,True
2016.0,313,001-019,10,10,0.6,272871.0,3.664735351136618,0.0,0.0,0.0,7.5598009331518385,8.963850240496829,9.28961742794072,False
2016.0,313,020-049,75,75,0.4533333333333333,4926015.0,4.587886963397391,0.0,0.0,2.5748641759147204,5.606364385554034,9.68601493274899,15.187807994788976,True
2016.0,313,050-099,81,81,0.2345679012345679,11777716.0,3.752849873438959,0.0,0.9623666520707724,2.8031619666984358,5.885676617383934,10.268732735693089,12.655157503981101,True
2016.0,313,100-249,135,135,0.1111111111111111,43744909.0,3.0403537929407967,0.0,0.7939024181142196,2.6109728746028056,4.619679978859089,7.007625264983317,9.926507832686385,True
2016.0,313,1000+,1,1,0.0,2680855.0,4.699993099216481,4.699993099216481,4.699993099216481,4.699993099216481,4.699993099216481,4.699993099216481,4.699993099216481,False
2016.0,313,250-499,54,54,0.037037037037037035,35919693.0,2.74501232513318,0.7914118947488445,1.1230090429952524,2.148207376684379,3.9602234482081164,6.156585539267194,6.620167189992705,True
2016.0,313,500-999,9,9,0.0,11860973.0,1.922270626532916,0.5836924126422399,1.1808222655846399,1.8449880569969526,1.9060583269731872,3.3107094574383154,3.9242022011448365,False
2016.0,314,001-019,12,12,0.5833333333333334,281877.0,4.257176002298875,0.0,0.0,0.0,8.299823893384573,18.13183427016246,28.305667227820432,False
2016.0,314,020-049,51,51,0.3137254901960784,3208150.0,4.426226953228496,0.0,0.0,3.432710296414534,6.620009326294019,11.372682815876265,14.310643982178593,True
2016.0,314,050-099,33,33,0.30303030303030304,4665078.0,3.2153803216152013,0.0,0.0,1.7073441408217447,5.541816468893091,7.9927916061798285,9.083046350551331,True
2016.0,314,100-249,45,45,0.1111111111111111,14561693.0,4.092930677772152,0.16262806960481394,1.0362801687064114,2.5089459604401947,7.607303010890455,8.718430389983622,11.089432056523542,True
2016.0,314,1000+,1,1,0.0,2897672.0,2.5537742021871352,2.5537742021871352,2.5537742021871352,2.5537742021871352,2.5537742021871352,2.5537742021871352,2.5537742021871352,False
2016.0,314,250-499,33,33,0.12121212121212122,24837497.0,2.3271266021692925,0.061579672550091266,0.6877382009914892,2.0581425263699513,3.295442608837141,4.267994266978108,6.447276935644853,True
2016.0,314,500-999,12,12,0.0,15554454.0,2.340165717163714,0.7864051588398275,1.0780462231120789,2.2049470021898148,3.455899182473477,6.055600059106374,6.277471202100861,False
2016.0,315,001-019,5,5,0.8,120202.0,1.6638658258598027,0.0,0.0,0.0,0.0,4.860464174328649,6.480618899104863,False
2016.0,315,020-049,16,16,0.8125,863018.0,1.1587243835006917,0.0,0.0,0.0,0.0,3.7475098110938285,6.0083527545376905,False
2016.0,315,050-099,17,17,0.11764705882352941,2247716.0,4.715898271845731,0.7642387227023483,2.54954076396989,3.885003885003885,5.137030282793517,9.175823143923363,10.379653005955388,False
2016.0,315,100-249,23,23,0.043478260869565216,7150031.0,4.503476977931983,0.7576464650052785,2.058507988838892,4.135549528375039,6.239732292501497,9.748749239044798,11.908077882892641,False
2016.0,315,1000+,3,3,0.0,4969598.0,3.984225685860305,3.029301309215468,3.2718174758282066,3.676011086849438,5.205428077399971,6.123078271730291,6.4289616698403975,False
2016.0,315,250-499,9,9,0.0,6203538.0,2.1278180290021598,0.8572203359139167,1.0520363478558183,2.6266309736702134,2.941200500004085,4.160271059854556,4.26968081610997,False
2016.0,315,500-999,5,5,0.0,4336433.0,4.842689832864938,1.1735351122507363,1.907814407814408,5.571381258905182,10.10448425352151,16.035397112922464,18.012368066056112,False
2016.0,316,001-019,2,2,1.0,61000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2016.0,316,020-049,16,16,0.1875,1061378.0,4.710857017952134,0.0,2.086016766514244,4.566358662180917,7.3695795513206,14.0405784665228,15.678547633106366,False
2016.0,316,050-099,11,11,0.0,1689497.0,6.510813573507381,2.7313449142357697,3.7762600429866624,4.956383822363204,8.1134772762496,11.676871766053875,14.031016136177668,False
2016.0,316,100-249,15,15,0.13333333333333333,5678753.0,6.973361933508994,0.9050541618349977,4.363351281833282,7.5756562969300765,10.97598123456227,12.318682042110787,13.073059428914213,False
2016.0,316,1000+,1,1,0.0,1769165.0,3.7305734626221976,3.7305734626221976,3.7305734626221976,3.7305734626221976,3.7305734626221976,3.7305734626221976,3.7305734626221976,False
2016.0,316,250-499,12,12,0.0,7527508.0,5.632674186463833,3.419983213130651,3.790142161724343,5.018099940540262,7.4040855491906665,9.432645406693073,9.759419499439517,False
2016.0,316,500-999,2,2,0.0,2407802.0,3.156405717745894,2.82065012237378,2.96399560885052,3.2029047529784203,3.44181389710632,3.58515938358306,3.6329412124086398,False
2016.0,321,001-019,111,111,0.6306306306306306,2645499.0,5.972408229978541,0.0,0.0,0.0,6.811869912472743,17.842274295230165,23.34790083427818,True
2016.0,321,020-049,724,724,0.2154696132596685,48171816.0,8.166600985107141,0.0,2.386065596482039,6.184685312131173,11.824203096420131,20.298158375754255,25.785541618730246,True
2016.0,321,050-099,561,561,0.08377896613190731,84061277.0,6.65229009071561,1.119726786664054,2.7691114844283633,5.360373439349608,9.412811692423542,14.249653936975816,18.124854353848942,True
2016.0,321,100-249,506,506,0.04743083003952569,162961660.0,5.7915463060452375,0.9802338889670998,2.3020024729935287,4.797672220115244,8.221172330473511,12.708291916135575,16.14405181589983,True
2016.0,321,1000+,3,3,0.0,10825674.0,1.810510828240348,0.8552760248544915,1.2227695751783005,1.8352588257179825,2.267012979244556,2.5260654713605,2.6124163020658147,False
2016.0,321,250-499,107,107,0.0,74451864.0,4.413589967337822,1.1793782605821983,1.8953790762239198,3.3007721865285777,5.12440097268906,10.39639799155151,12.051769661674841,True
2016.0,321,500-999,16,16,0.0,21678830.0,3.5426266085392983,0.7886889931868936,1.3934215290718617,2.7804507284968905,5.676388640473059,6.843379263735346,10.283876209837846,False
2016.0,322,001-019,50,50,0.72,1122780.0,4.096973583426851,0.0,0.0,0.0,3.682184965973552,11.430995475113125,16.207025357114482,True
2016.0,322,020-049,340,340,0.4264705882352941,23535627.0,3.594550508469564,0.0,0.0,2.4353055658850966,6.304505314585249,9.93119983050576,12.475013143404588,True
2016.0,322,050-099,432,432,0.23148148148148148,68527806.0,3.3241980634838946,0.0,0.9883157506565653,2.6575597520107745,5.302195911370749,7.741494120928119,9.391407229263306,True
2016.0,322,100-249,541,541,0.12384473197781885,168099078.0,2.630591465825886,0.0,0.8895253937261774,2.1373306165486383,3.7035493891458224,5.644442458436913,6.916083698444918,True
2016.0,322,1000+,12,12,0.0,32923617.0,1.4275466756887616,0.7117887262434496,1.0180970310762418,1.2994907943964273,2.010914301938051,2.5369371913705154,2.9952516420419246,False
2016.0,322,250-499,146,146,0.0410958904109589,106720651.0,2.1757738340632873,0.6968116980944592,1.0998692587907763,1.7678827883784107,2.748127936069353,4.112243191112871,5.147975144703773,True
2016.0,322,500-999,59,59,0.03389830508474576,85342341.0,1.4435976158657284,0.5308165200302647,0.7156774450774945,1.4552145592599748,1.9415008634087823,2.2597162469960415,3.4721403427494058,True
2016.0,323,001-019,46,46,0.7391304347826086,1047839.0,2.2904282050963936,0.0,0.0,0.0,3.7713078895761045,10.730949708090352,18.596512358467308,True
2016.0,323,020-049,347,347,0.4783861671469741,22653036.0,2.887030241774215,0.0,0.0,2.1853146853146854,4.772394106320381,7.57392836945915,10.016610310750881,True
2016.0,323,050-099,332,332,0.2921686746987952,47898331.0,2.8518738993222956,0.0,0.0,1.9206831633731016,4.220378232600633,7.1462400337660235,8.703986144672976,True
2016.0,323,100-249,369,369,0.11653116531165311,116015862.0,3.2150776072327076,0.0,1.1523525276852695,2.803444873060016,4.618907166564391,6.825173490081957,8.145876976566688,True
2016.0,323,1000+,9,9,0.1111111111111111,20748949.0,2.5639852890862085,0.7510330224526016,0.9981755223031403,1.7139114519890555,3.457719011922215,6.146312059817871,6.439176174653706,False
2016.0,323,250-499,103,103,0.038834951456310676,71561089.0,3.015605310310468,0.892096012216323,1.276810219877004,2.4643592049977205,4.414560435343596,6.1112922181357465,7.234662473839513,True
2016.0,323,500-999,35,35,0.0,48986309.0,3.4417779873964376,1.1709757114708885,1.8511223774850163,2.5680743994499653,4.41632323641291,5.644009461524166,6.8789356579183805,True
2016.0,324,001-019,87,87,0.7816091954022989,1435969.0,3.8998056364726534,0.0,0.0,0.0,0.0,13.140743314027722,21.00722245990839,True
2016.0,324,020-049,146,146,0.5205479452054794,8081037.0,2.7966707738128163,0.0,0.0,0.0,4.725065687334874,7.810074774070808,12.477024671793211,True
2016.0,324,050-099,98,98,0.2857142857142857,14277659.0,2.381342767746449,0.0,0.0,1.6142467458126548,3.879323685780424,6.469190554117681,7.4263668806653245,True
2016.0,324,100-249,72,72,0.2361111111111111,24653094.0,1.8821167030799462,0.0,0.45820658841950307,1.387861503508526,2.4421821364882272,4.214334990408625,5.329668928171012,True
2016.0,324,1000+,12,12,0.16666666666666666,32882654.0,0.2797827693591886,0.008122678436969242,0.11166310118134028,0.18452995434004663,0.4942747064524787,0.6129037445470896,0.6343559178640767,False
2016.0,324,250-499,40,40,0.175,30756618.0,1.053431817503472,0.0,0.2011270610115912,0.60105204185423,0.9904174353890829,2.434555136432959,2.540776713891739,True
2016.0,324,500-999,22,22,0.18181818181818182,33847190.0,0.5081662613646805,0.0,0.1705973861362633,0.3368600660851496,0.5519188755884272,0.8214132508429904,0.9715343413824352,False
2016.0,325,001-019,224,224,0.7544642857142857,4664687.0,3.1727745077000877,0.0,0.0,0.0,0.0,12.539728502595645,17.130360514069917,True
2016.0,325,020-049,1210,1210,0.4768595041322314,81768854.0,3.0818580385142735,0.0,0.0,2.0012560729173106,4.625294588698553,8.53107037523613,11.522196818812835,True
2016.0,325,050-099,892,892,0.31053811659192826,129249158.0,2.7574647720335634,0.0,0.0,1.8412237482155236,4.214672623456466,7.479523573154727,8.905245467186408,True
2016.0,325,100-249,751,751,0.21171770972037285,238848570.0,2.1796236837423812,0.0,0.556512579863794,1.43458129951547,3.0144846134097256,5.424823994599286,7.370823069839755,True
2016.0,325,1000+,67,67,0.014925373134328358,295152935.0,0.8124601573079394,0.22029738140692068,0.4007734452256371,0.7192920727420073,1.0369231702210981,1.7547906687321522,1.9404325009573553,True
2016.0,325,250-499,329,329,0.1398176291793313,230928855.0,1.5814394437628854,0.0,0.40278323213404627,1.1540015002019504,2.3636067588648384,3.5282711904423083,4.531012219942551,True
2016.0,325,500-999,156,156,0.04487179487179487,213603007.0,1.3014798054785812,0.18208074967230936,0.4241613717283567,0.9044643392792349,1.8246124431248991,3.0788343477225153,4.343803992794907,True
2016.0,326,001-019,128,128,0.609375,3410598.0,5.512229820107794,0.0,0.0,0.0,8.54101814599967,18.39996798233168,23.451593609449365,True
2016.0,326,020-049,770,770,0.38441558441558443,52632236.0,4.282546536689036,0.0,0.0,2.9806680704106867,6.725717856666259,11.738276966574647,14.50344685974574,True
2016.0,326,050-099,832,832,0.18389423076923078,122617566.0,4.4006745330436585,0.0,1.2939897144154489,3.3777583871644383,6.778039875077392,10.403292350461403,12.332634140977419,True
2016.0,326,100-249,949,949,0.0737618545837724,297084850.0,3.7262081859778444,0.5827325816046043,1.5127677598935012,3.0315202316081455,5.230775266279154,7.885022746300417,10.024957237444529,True
2016.0,326,1000+,27,27,0.0,87637737.0,3.747244180894356,1.8862101371806759,2.528718167810878,3.578198039346263,4.304239067035306,5.622505161569427,5.8459583031730045,False
2016.0,326,250-499,312,312,0.016025641025641024,216519337.0,3.42694564966269,0.8073133420806701,1.6034893155188992,2.9493749800123,4.562147227983976,6.706999371374936,8.731396608455908,True
2016.0,326,500-999,96,96,0.03125,129840830.0,2.5723803521588704,0.5854164546204421,1.2307428246178223,2.4659548472997224,3.6333922881925727,5.021190623586522,5.919328025447237,True
2016.0,327,001-019,386,386,0.6865284974093264,8257000.0,5.159258810706068,0.0,0.0,0.0,6.119344698531787,15.347296567482868,24.340566639915878,True
2016.0,327,020-049,1046,1046,0.3135755258126195,69693872.0,5.194143898332984,0.0,0.0,3.6151477565552974,7.970284161060276,13.356972413639305,18.50029860781717,True
